

1	ACh	Ach	ITJ	ach	_	NK	0
6	Frau	Frau	NN	Frau	nom|sg|fem	OA	7
7	gehabt	gehabt	VAPP	haben	_	OC	2
8	/	/	$,	/	_	--	7
9	und	und	KON	und	_	CD	2
10	die	die	ART	d	nom|sg|fem	SB	11
11	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	9
12	nun	nun	ADV	nun	_	MO	11
13	todt	tot	ADJD	tot	pos	PD	11
14	!	!	SENT	!	_	--	13

1	Wie	Wie	PWAV	wie	_	MO	2
2	viel	viel	ADV	viel	_	MO	3
3	wollt	wollt	VMFIN	wollen	pl|2|pres|ind	--	0
4	ihr	ihr	PPER	Ihr	nom|pl|*|2	SB	3
5	deren	deren	PDS	d	gen|sg|fem	OA	7
6	dann	dann	ADV	dann	_	MO	3
7	haben	haben	VAINF	haben	pl|3|pres|ind	OC	3
8	?	?	SENT	?	_	--	7

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	todt	tot	ADJD	tot	pos	PD	2
4	/	/	$,	/	_	--	3
5	mein	mein	PPOSAT	mein	nom|sg|masc	NK	7
6	lieber	lieber	ADJA	lieb	nom|sg|masc|pos	NK	7
7	Freund	Freund	NN	Freund	nom|sg|masc	PD	2
8	/	/	$,	/	_	--	7
9	dieser	dieser	PDAT	dies	nom|sg|masc	NK	10
10	Verlust	Verlust	NN	Verlust	nom|sg|masc	SB	11
11	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	2
12	sehr	sehr	ADV	sehr	_	MO	13
13	empfindlich	empfindlich	ADJD	empfindlich	pos	PD	11
14	/	/	$,	/	_	--	13
15	und	und	KON	und	_	CD	11
16	kan	kann	VMFIN	können	sg|3|pres|ind	CJ	15
17	nicht	nicht	PTKNEG	nicht	_	NG	16
18	ohne	ohne	APPR	ohne	_	MO	21
19	Threnen	Tränen	NN	Träne	acc|pl|fem	NK	18
20	daran	daran	PAV	daran	_	MO	21
21	gedencken	gedenken	VVINF	gedenken	_	OC	16
22	.	.	SENT	.	_	--	21

1	Ich	Ich	PPER	ich	nom|sg|masc|1	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	9
4	gar	gar	ADV	gar	_	MO	5
5	wol	wohl	ADV	wohl	_	MO	9
6	mit	mit	APPR	mit	_	MO	9
7	ihr	ihr	PPER	Ihr	dat|sg|fem|3	NK	6
8	zu	zu	APPR	zu	_	PM	9
9	frieden	frieden	NN	Frieden	_	OC	2
10	/	/	$,	/	_	--	9
11	und	und	KON	und	_	CD	2
12	wir	wir	PPER	wir	nom|pl|*|1	SB	13
13	haben	haben	VAFIN	haben	pl|1|pres|ind	CJ	11
14	offt	oft	ADV	oft	_	MO	16
15	miteinander	miteinander	PAV	miteinander	_	MO	16
16	gezanckt	gezankt	VVPP	gezankt	_	OC	13
17	;	;	SENT	;	_	--	16

1	aber	aber	ADV	aber	_	JU	4
2	der	der	ART	d	gen|sg|fem	NK	3
3	Todt	Tot	NN	Tod	gen|sg|fem	DA	4
4	schlichtet	schlichtet	VVFIN	schlichtet	sg|3|pres|ind	--	0
5	alles	alles	PIS	all	nom|sg|neut	SB	4
6	.	.	SENT	.	_	--	5

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	todt	tot	ADJD	tot	pos	PD	2
4	/	/	$,	/	_	--	3
5	ich	ich	PPER	ich	nom|sg|*|1	SB	6
6	beweyne	beweine	VVFIN	beweinen	sg|1|pres|ind	CJ	2
7	sie	sie	PPER	Sie	nom|sg|fem|3	OA	6
8	.	.	SENT	.	_	--	7

1	Wann	Wann	KOUS	wann	_	MO	6
2	sie	sie	PPER	Sie	nom|pl|*|3	SB	6
3	noch	noch	ADV	noch	_	MO	6
4	bey	bei	APPR	bei	_	MO	6
5	Leben	Leben	NN	Leben	dat|sg|neut	NK	4
6	waͤre	wäre	VAFIN	sein	sg|3|past|subj	OC	13
7	/	/	$,	/	_	--	6
8	haͤtten	hätten	VAFIN	haben	pl|1|past|subj	--	0
9	wir	wir	PPER	wir	nom|pl|*|1	SB	8
10	noch	noch	ADV	noch	_	MO	13
11	miteinander	miteinander	PAV	miteinander	_	MO	13
12	zu	zu	PTKZU	zu	_	PM	13
13	zancken	zanken	VVINF	zanken	_	OC	8
14	.	.	SENT	.	_	--	13

1	Von	Von	APPR	von	_	PG	5
2	allen	allen	PIAT	all	dat|pl|neut	NK	3
3	Kindern	Kindern	NN	Kind	dat|pl|neut	NK	1
4	/	/	$,	/	_	--	3
5	die	die	PRELS	d	acc|pl|neut	OA	9
6	mir	mir	PPER	ich	dat|sg|*|1	DA	9
7	der	der	ART	d	nom|sg|masc	NK	8
8	Himmel	Himmel	NN	Himmel	nom|sg|masc	SB	9
9	gegeben	gegeben	VVPP	geben	_	OC	11
10	/	/	$,	/	_	--	9
11	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
12	er	er	PPER	er	nom|sg|masc|3	SB	11
13	mir	mir	PPER	ich	dat|sg|*|1	DA	17
14	nur	nur	ADV	nur	_	MO	16
15	eine	eine	ART	ein	acc|sg|fem	NK	16
16	Tochter	Tochter	NN	Tochter	acc|sg|fem	OA	17
17	gelassen	gelassen	VVPP	lassen	_	OC	11
18	/	/	$,	/	_	--	17
19	und	und	KON	und	_	CD	11
20	diese	diese	PDAT	dies	acc|sg|fem	NK	21
21	Tochter	Tochter	NN	Tochter	acc|sg|fem	SB	22
22	machet	macht	VVFIN	machen	sg|3|pres|ind	CJ	19
23	mir	mir	PPER	ich	dat|sg|*|1	DA	22
24	alle	alle	PIAT	all	acc|pl|masc	NK	26
25	meine	meine	PPOSAT	mein	acc|pl|masc	NK	26
26	Sorgen	Sorgen	NN	Sorge	acc|pl|fem	OA	22
27	:	:	SENT	:	_	--	26

1	Denn	Denn	KON	denn	_	JU	3
2	sie	sie	PPER	Sie	nom|sg|fem|3	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	in	in	APPR	in	_	MO	8
5	eine	eine	ART	ein	acc|sg|fem	NK	7
6	tieffe	tiefe	ADJA	tief	acc|sg|fem|pos	NK	7
7	Melancholey	Melancholey	NE	Melancholey	acc|sg|fem	NK	4
8	gefallen	gefallen	VVPP	fallen	_	OC	3
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	4
11	in	in	APPR	in	_	CJ	10
12	eine	eine	ART	ein	acc|sg|fem	NK	14
13	solche	solche	PIAT	solch	acc|sg|fem	NK	14
14	Traurigkeit	Traurigkeit	NN	Traurigkeit	acc|sg|fem	NK	11
15	/	/	$,	/	_	--	14
16	darauß	daraus	PAVREL	daraus	_	MO	23
17	sie	sie	PPER	Sie	acc|sg|fem|3	OA	32
18	schwerlich	schwerlich	ADJD	schwerlich	pos	MO	23
19	wieder	wieder	APPR	wider	_	MO	23
20	wird	wird	NE	Wirt	sg|3|pres|ind	CJ	3
21	gezogen	gezogen	VVPP	ziehen	_	OC	22
22	werden	werden	VAINF	werden	_	OC	23
23	koͤnnen	können	VMFIN	können	_	OC	20
24	/	/	$,	/	_	--	23
25	und	und	KON	und	_	CD	14
26	deren	deren	PDAT	d	gen|sg|fem	AG	27
27	Ursach	Ursache	NN	Ursache	acc|sg|fem	CJ	25
28	ich	ich	PPER	ich	nom|sg|*|1	SB	31
29	seither	seither	ADV	seither	_	MO	33
30	nicht	nicht	PTKNEG	nicht	_	NG	33
31	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	27
32	erfahren	erfahren	VVINF	erfahren	_	OC	33
33	koͤnnen	können	VMINF	können	_	OC	31
34	/	/	$,	/	_	--	33
35	Ich	Ich	PPER	ich	nom|sg|*|1	SB	38
36	meines	meines	PPOSAT	mein	gen|sg|masc	NK	41
37	theils	teils	NN	teils	_	MO	38
38	verliere	verliere	VVFIN	verlieren	sg|3|pres|subj	CJ	31
39	meinen	meinen	PPOSAT	mein	acc|sg|masc	NK	40
40	Verstand	Verstand	NN	Verstand	acc|sg|masc	OA	38
41	daruͤber	darüber	PAV	darüber	_	MNR	40
42	/	/	$,	/	_	--	41
43	und	und	KON	und	_	CD	38
44	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	CJ	43
45	eines	eines	ART	ein	gen|sg|masc	NK	47
46	guten	guten	ADJA	gut	gen|sg|masc|pos	NK	47
47	Raths	Rats	NN	Rat	gen|sg|masc	AG	26
48	wol	wohl	ADV	wohl	_	MO	44
49	vonnoͤthen	vonnöten	ADV	vonnöten	_	MO	44
50	:	:	SENT	:	_	--	49

1	Ihr	Ihr	PPER	Sie	nom|pl|*|2	SB	2
2	seyd	seid	VAFIN	sein	pl|2|pres|ind	--	0
3	mein	mein	PPOSAT	mein	nom|sg|neut	NK	4
4	Enckelin	Enkelin	NN	Enkelin	acc|sg|neut	PD	2
5	/	/	$,	/	_	--	4
6	Ihr	Ihr	PPER	Sie	nom|pl|*|2	SB	2
7	meine	meine	PPOSAT	mein	acc|pl|masc	NK	8
8	Nachbarin	Nachbarin	NN	Nachbarin	nom|sg|fem	PD	2
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	2
11	Ihr	Ihr	PPER	Sie	nom|pl|*|2	DA	21
12	meine	meine	PPOSAT	mein	acc|sg|fem	NK	13
13	Gevatter-Leut	Gevatter-Leut	NN	Gevatter-Leut	acc|sg|neut	OA	21
14	und	und	KON	und	_	CD	13
15	Freunde	Freunde	NN	Freund	acc|pl|masc	CJ	14
16	/	/	$,	/	_	--	15
17	Ich	Ich	PPER	ich	nom|sg|*|1	SB	21
18	bitte	bitte	VVFIN	bitten	_	MO	19
19	euch	euch	PPER	ihr	dat|pl|*|2	OC	21
20	/	/	$,	/	_	--	19
21	rathet	ratet	ADJD	ratet	sg|3|pres|ind	CJ	10
22	mir	mir	PPER	ich	dat|sg|*|1	DA	21
23	/	/	$,	/	_	--	22
24	was	was	PWREL	was	acc|sg|neut	OA	26
25	ich	ich	PPER	ich	nom|sg|*|1	SB	27
26	thun	tun	VVINF	tun	_	OC	27
27	solle	solle	VMFIN	sollen	sg|3|pres|subj	OC	21
28	.	.	SENT	.	_	--	27

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	4
2	meines	meines	PPOSAT	mein	gen|sg|masc	SB	4
3	theils	teils	NN	teils	_	MO	4
4	halte	halte	VVFIN	halten	sg|3|pres|subj	--	0
5	/	/	$,	/	_	--	4
6	daß	daß	KOUS	daß	_	CP	8
7	das	das	PDS	d	nom|sg|neut	OA	8
8	auffbutzen	auffbutzen	VVINF	auffbutzen	_	SB	4
9	und	und	KON	und	_	CD	8
10	die	die	ART	d	nom|sg|fem	NK	12
11	schoͤne	schöne	ADJA	schön	nom|sg|fem|pos	NK	12
12	Kleider	Kleider	NN	Kleid	nom|pl|neut	OA	18
13	/	/	$,	/	_	--	12
14	die	die	ART	d	nom|sg|fem	NK	15
15	Maͤgdlein	Mägdlein	NN	Mägdlein	nom|sg|*	APP	12
16	am	am	PTKA	am	_	PM	17
17	meisten	meisten	PIS	viel	*|*|*	NK	15
18	erfreuen	erfreuen	VVINF	erfreuen	_	CJ	9
19	;	;	SENT	;	_	--	18

1	wann	wann	KOUS	wann	_	MO	6
2	ich	ich	PPER	ich	nom|sg|*|1	SB	6
3	an	an	APPR	an	_	MNR	2
4	eurem	Eurem	PPOSAT	euer	dat|sg|masc	NK	5
5	Platz	Platz	NN	Platz	dat|sg|masc	NK	3
6	waͤre	wäre	VAFIN	sein	sg|3|past|subj	MO	8
7	/	/	$,	/	_	--	6
8	wolte	wollte	VMFIN	wollen	sg|1|past|ind	--	0
9	ich	ich	PPER	ich	nom|sg|*|1	SB	8
10	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	18
11	etliche	etliche	PIAT	etlich	acc|sg|fem|pos	NK	13
12	schoͤne	schöne	ADJA	schön	acc|pl|fem|pos	NK	13
13	Kleinodien	Kleinodien	NE	Kleinodien	acc|pl|neut	OA	18
14	von	von	APPR	von	_	PG	13
15	Diamanten	Diamanten	NN	Diamant	dat|pl|masc	NK	14
16	oder	oder	KON	oder	_	CD	15
17	Rubinen	Rubinen	NN	Rubinen	dat|pl|fem	CJ	16
18	kauffen	kaufen	VVINF	kaufen	_	OC	8
19	.	.	SENT	.	_	--	18

1	Und	Und	KON	und	_	JU	10
2	ich	ich	PPER	ich	nom|sg|*|1	SB	10
3	/	/	$,	/	_	--	2
4	wann	wann	KOUS	wann	_	MO	22
5	ich	ich	PPER	ich	nom|sg|*|1	SB	6
6	waͤre	wäre	VAFIN	sein	sg|3|past|subj	OC	10
7	als	als	KOKOM	als	_	CM	8
8	ihr	ihr	PPER	Ihr	nom|sg|masc	OC	6
9	/	/	$,	/	_	--	8
10	wolt	wollt	VMFIN	wollen	pl|2|pres|ind	--	0
11	ich	ich	PPER	ich	nom|sg|*|1	SB	10
12	ihr	ihr	PPER	Ihr	acc|sg|neut	NK	15
13	eine	eine	ART	ein	nom|sg|fem	NK	15
14	schoͤne	schöne	ADJA	schön	nom|sg|fem|pos	NK	15
15	Tapetzerey	Tapetzerey	NN	Tapetzerey	nom|sg|fem	OA	22
16	von	von	APPR	von	_	MO	22
17	gruͤnem	grünem	ADJA	grün	dat|sg|neut|pos	NK	16
18	/	/	$,	/	_	--	17
19	oder	oder	KON	oder	_	CD	16
20	von	von	APPR	von	_	CJ	19
21	Bildern	Bildern	NN	Bild	dat|pl|neut	NK	20
22	kauffen	kaufen	VVINF	kaufen	_	OC	10
23	/	/	$,	/	_	--	22
24	und	und	KON	und	_	CD	22
25	dieselbe	dieselbe	PDS	derselbe	sg|2|imp	SB	40
26	in	in	APPR	in	_	MO	40
27	ihr	ihr	PPOSAT	ihr	dat|sg|fem	NK	28
28	Kammer	Kammer	NN	Kammer	dat|sg|fem	NK	26
29	hencken	Hencken	NE	Hencken	nom|sg|*	NK	28
30	/	/	$,	/	_	--	29
31	damit	damit	KOUS	damit	_	CP	40
32	sie	sie	PPER	Sie	nom|pl|*|3	SB	40
33	ihr	ihr	PPOSAT	ihr	acc|sg|neut	NK	34
34	Gemuͤt	Gemüt	NN	Gemüt	acc|sg|neut	OA	40
35	und	und	KON	und	_	CD	34
36	das	das	ART	d	acc|sg|neut	NK	37
37	Gesicht	Gesicht	NN	Gesicht	acc|sg|neut	CJ	35
38	ein	ein	ART	ein	*|*|*	NK	39
39	wenig	wenig	PIS	wenig	*|*|*	MO	40
40	ergoͤtzte	ergötzte	VVFIN	ergötzte	sg|3|past|ind	CJ	24
41	.	.	SENT	.	_	--	40

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	4
2	meines	meines	PPOSAT	mein	gen|sg|masc	DA	9
3	theils	teils	NN	teils	_	MO	4
4	wolte	wollte	VMFIN	wollen	sg|3|past|ind	--	0
5	nicht	nicht	PTKNEG	nicht	_	NG	4
6	so	so	ADV	so	_	MO	7
7	viel	viel	PIAT	viel	*|*|*	NK	8
8	Wesens	Wesens	NN	Wesen	gen|sg|neut	OA	9
9	machen	machen	VVINF	machen	_	OC	4
10	/	/	$,	/	_	--	9
11	sondern	sondern	KON	sondern	_	CD	4
12	ich	ich	PPER	ich	nom|sg|*|1	SB	13
13	wolte	wollte	VMFIN	wollen	sg|1|past|ind	CJ	11
14	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	19
15	bey	bei	APPR	bei	_	MO	19
16	Zeiten	Zeiten	NN	Zeit	dat|pl|fem	NK	15
17	einen	einen	ART	ein	acc|sg|masc	NK	18
18	Mann	Mann	NN	Mann	acc|sg|masc	OA	19
19	geben	geben	VVINF	geben	_	OC	13
20	/	/	$,	/	_	--	19
21	nemlich	nämlich	ADV	nämlich	_	MO	23
22	den	den	ART	d	acc|sg|masc	NK	23
23	jenigen	jenigen	PIS	jenige	acc|sg|masc	APP	18
24	/	/	$,	/	_	--	23
25	der	der	PRELS	d	gen|sg|fem	SB	34
26	sie	sie	PPER	Sie	acc|sg|fem|3	OA	33
27	neulich	neulich	ADV	neulich	_	MO	33
28	/	/	$,	/	_	--	27
29	wie	wie	KOUS	wie	_	MO	31
30	man	man	PIS	man	nom|sg|*	SB	31
31	sagt	sagt	VVFIN	sagen	sg|3|pres|ind	CC	6
32	/	/	$,	/	_	--	31
33	begehrt	begehrt	VVPP	begehren	_	OC	34
34	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	23
35	.	.	SENT	.	_	--	34

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	3
2	aber	aber	ADV	aber	_	MO	1
3	halte	halte	VVFIN	halten	sg|3|pres|subj	--	0
4	darvor	davor	PAV	davor	_	MO	3
5	/	/	$,	/	_	--	4
6	daß	daß	KOUS	daß	_	CP	12
7	euer	euer	PPOSAT	euer	gen|pl|masc|pos	NK	8
8	Tochter	Tochter	NN	Tochter	nom|sg|fem	SB	12
9	gantz	gantz	ADV	ganz	nom|sg|fem	NK	8
10	nicht	nicht	PTKNEG	nicht	_	NG	11
11	tuͤchtig	tüchtig	ADJD	tüchtig	pos	PD	12
12	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	4
13	zum	zum	APPRART	zum	dat|sg|neut	MO	12
14	heuraten	heuraten	NN	heuraten	_	NK	13
15	.	.	SENT	.	_	--	14

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	von	von	APPR	von	_	SBP	11
4	einer	einer	ART	ein	dat|sg|fem	NK	6
5	allzuzarten	allzuzarten	ADJA	allzuzarten	dat|sg|fem|pos	NK	6
6	Complexion	Komplexion	NN	Komplexion	dat|sg|fem	NK	3
7	,	,	$,	,	_	--	6
8	und	und	KON	und	_	JU	11
9	nicht	nicht	PTKNEG	nicht	_	NG	11
10	recht	recht	ADJD	recht	_	MO	11
11	gesund	gesund	ADJD	gesund	pos	PD	2
12	/	/	$,	/	_	--	11
13	und	und	KON	und	_	CD	2
14	es	es	PPER	es	nom|sg|neut|3	SB	15
15	waͤre	wäre	VAFIN	sein	sg|3|past|subj	CJ	13
16	eben	eben	ADV	eben	_	MO	15
17	/	/	$,	/	_	--	16
18	als	als	KOKOM	als	_	CM	44
19	wann	wann	KOUS	wann	_	MO	28
20	man	man	PIS	man	nom|sg|*	SB	28
21	sie	sie	PPER	Sie	acc|pl|neut|3	OA	27
22	bald	bald	ADV	bald	_	MO	27
23	in	in	APPR	in	_	MO	27
24	die	die	ART	d	acc|sg|fem	NK	26
25	ander	ander	ADJA	ander	acc|sg|fem|pos	NK	26
26	Welt	Welt	NN	Welt	acc|sg|fem	NK	23
27	schicken	schicken	VVINF	schicken	_	OC	28
28	wolte	wollte	VMFIN	wollen	sg|3|past|ind	RE	14
29	/	/	$,	/	_	--	28
30	wann	wann	KOUS	wann	_	MO	36
31	man	man	PIS	man	nom|sg|*	SB	33
32	sie	sie	PPER	Sie	nom|sg|fem|3	OA	36
33	wolte	wollte	VMFIN	wollen	sg|3|past|ind	CJ	8
34	lassen	lassen	VVINF	lassen	_	NK	35
35	Kinder	Kinder	NN	Kind	acc|pl|neut	OA	36
36	gebaͤren	gebären	VVFIN	gebären	pl|3|pres|ind	OC	33
37	,	,	$,	,	_	--	36
38	Die	Die	ART	d	nom|sg|fem	NK	39
39	Welt	Welt	NN	Welt	nom|sg|fem	SB	40
40	ist	ist	VAFIN	sein	sg|3|pres|ind	CJ	33
41	ihres	ihres	PPOSAT	ihr	gen|sg|neut	NK	42
42	Thuns	Tuns	NN	tun	gen|sg|neut	SB	40
43	gar	gar	ADV	gar	_	MO	44
44	nicht	nicht	PTKNEG	nicht	_	CC	10
45	/	/	$,	/	_	--	44
46	sondern	sondern	KON	sondern	_	CD	40
47	ich	ich	PPER	ich	nom|sg|*|1	SB	48
48	wolte	wollte	VMFIN	wollen	sg|1|past|ind	CJ	46
49	euch	euch	PPER	ihr	dat|pl|*|2	DA	50
50	rathen	raten	VVINF	raten	_	OC	48
51	/	/	$,	/	_	--	50
52	sie	sie	PPER	Sie	acc|pl|neut|3	OA	57
53	in	in	APPR	in	_	MO	57
54	ein	ein	ART	ein	acc|sg|neut	NK	55
55	Closter	Kloster	NN	Kloster	acc|sg|neut	NK	53
56	zu	zu	PTKZU	zu	_	PM	57
57	schicken	schicken	VVINF	schicken	_	CJ	50
58	/	/	$,	/	_	--	57
59	da	da	ADV	da	_	MO	60
60	wird	wird	VAFIN	werden	sg|3|pres|ind	MO	50
61	sie	sie	PPER	Sie	nom|sg|fem|3	SB	60
62	solche	solche	PIAT	solch	acc|pl|fem	NK	63
63	Zeitvertreibungen	Zeitvertreibungen	NN	Zeitvertreibungen	acc|pl|fem	OA	64
64	finden	finden	VVINF	finden	_	OC	60
65	/	/	$,	/	_	--	64
66	die	die	PRELS	d	nom|pl|fem	SB	71
67	ihrem	ihrem	PPOSAT	ihr	dat|sg|neut	NK	68
68	Gemuͤt	Gemüt	NN	Gemüt	dat|sg|neut	DA	70
69	besser	besser	ADJD	gut	comp	MO	70
70	zukommen	zukommen	VVPP	zukommen	_	OC	71
71	werden	werden	VAINF	werden	_	RC	63
72	.	.	SENT	.	_	--	71

1	Das	Das	PDS	d	nom|sg|neut	SB	2
2	seynd	seynd	VAFIN	sein	sg|3|past|ind	--	0
3	fuͤrwahr	fürwahr	ADV	fürwahr	_	MO	2
4	lauter	lauter	PIAT	lauter	comp	NK	6
5	gute	gute	ADJA	gut	acc|pl|masc|pos	NK	6
6	Rathschlaͤge	Ratschläge	NN	Ratschlag	acc|pl|masc	PD	2
7	/	/	$,	/	_	--	6
8	aber	aber	KON	aber	_	CD	2
9	ich	ich	PPER	ich	nom|sg|*|1	SB	10
10	halte	halte	VVFIN	halten	sg|3|pres|subj	CJ	8
11	sie	sie	PPER	Sie	nom|sg|fem|3	OA	10
12	vor	vor	APPR	vor	_	MO	10
13	ein	ein	ART	ein	*|*|*	NK	14
14	wenig	wenig	PIS	wenig	*|*|*	AMS	15
15	partheyisch	parteiisch	ADJD	parteiisch	pos	NK	12
16	/	/	$,	/	_	--	15
17	und	und	KON	und	_	CD	10
18	finde	finde	VVFIN	finden	sg|3|pres|subj	CJ	17
19	/	/	$,	/	_	--	18
20	daß	daß	KOUS	daß	_	CP	27
21	ihr	ihr	PPER	Ihr	dat|sg|fem|3	SB	27
22	mir	mir	PPER	ich	dat|sg|*|1	DA	27
23	sehr	sehr	ADV	sehr	_	MO	24
24	wol	wohl	ADV	wohl	_	MO	27
25	fuͤr	für	APPR	für	_	MO	27
26	euch	euch	PPER	ihr	acc|pl|*|2	NK	25
27	rathet	ratet	ADJD	ratet	sg|3|pres|ind	OC	18
28	.	.	SENT	.	_	--	27

1	Ihr	Ihr	PPER	Sie	nom|pl|*|2	SB	2
2	seyd	seid	VAFIN	sein	pl|2|pres|ind	--	0
3	ein	ein	ART	ein	nom|sg|neut	NK	4
4	Goldschmid	Goldschmid	NN	Goldschmid	nom|sg|masc	PD	2
5	/	/	$,	/	_	--	4
6	Herr	Herr	NN	Herr	nom|sg|masc	VO	2
7	Josse	Josse	NE	Josse	nom|sg|masc	NK	6
8	,	,	$,	,	_	--	7
9	und	und	KON	und	_	CD	2
10	euer	euer	PPOSAT	euer	nom|sg|masc|pos	NK	11
11	Rath	Rat	NN	Rat	nom|sg|masc	SB	12
12	riechet	riechet	VVFIN	riechet	sg|3|pres|ind	CJ	9
13	nach	nach	APPR	nach	_	MO	12
14	einem	einem	ART	ein	dat|sg|masc	NK	13
15	/	/	$,	/	_	--	14
16	der	der	PRELS	d	nom|sg|masc	SB	21
17	gern	gern	ADV	gern	_	MO	21
18	seiner	seiner	PPOSAT	sein	gen|pl|fem	NK	19
19	Waaren	Waren	NN	Ware	gen|pl|fem	AG	14
20	loß	los	ADJD	los	_	MO	21
21	waͤre	wäre	VAFIN	sein	sg|3|past|subj	RC	11
22	.	.	SENT	.	_	--	21

1	Ihr	Ihr	PPER	Sie	dat|sg|fem|3	DA	7
2	aber	aber	ADV	aber	_	MO	12
3	/	/	$,	/	_	--	2
4	Herr	Herr	NN	Herr	nom|sg|masc	VO	7
5	Guilleaume	Guilleaume	NN	Guilleaume	nom|sg|masc	NK	4
6	,	,	$,	,	_	--	5
7	verkauffet	verkaufet	ADJA	verkaufet	sg|3|pres|ind	--	0
8	Tapetzerey	Tapetzerey	NN	Tapetzerey	nom|sg|*	SB	7
9	/	/	$,	/	_	--	8
10	und	und	KON	und	_	CD	7
11	es	es	PPER	es	nom|sg|neut|3	SB	12
12	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	CJ	10
13	/	/	$,	/	_	--	12
14	als	als	KOKOM	als	_	CM	15
15	habt	habt	VAFIN	haben	pl|2|pres|ind	CC	2
16	ihr	ihr	PPER	Ihr	dat|sg|fem|3	SB	15
17	einige	einige	PIS	einig	nom|pl|*	SB	24
18	/	/	$,	/	_	--	17
19	die	die	PRELS	d	nom|pl|masc	OA	23
20	ihr	ihr	PPER	Ihr	dat|sg|fem|3	DA	23
21	mir	mir	PPER	ich	dat|sg|*|1	DA	23
22	gern	gern	ADV	gern	_	MO	23
23	anhencken	anhencken	VVINF	anhencken	_	OC	24
24	woltet	wolltet	VMFIN	wolltet	sg|3|pres|ind	RC	16
25	.	.	SENT	.	_	--	24

1	Der	Der	ART	d	nom|sg|masc	NK	2
