

1	Lehr-Puncten	Lehr-Puncten	NN	Lehr-Puncten	nom|pl|fem	--	0
22	sehe	sehe	VVFIN	sehen	sg|3|pres|subj	CJ	11
23	/	/	$,	/	_	--	22
24	und	und	KON	und	_	AVC	25
25	zwar	zwar	ADV	zwar	_	MO	38
26	daß	daß	KOUS	daß	_	CP	36
27	es	es	PPER	es	nom|sg|neut|3	SB	36
28	offt	oft	ADV	oft	_	MO	36
29	an	an	APPR	an	_	MO	35
30	dem	dem	ART	d	dat|sg|masc	NK	31
31	seye	sei	VAFIN	sein	sg|3|pres|subj	NK	29
32	/	/	$,	/	_	--	31
33	daß	daß	KOUS	daß	_	CP	36
34	es	es	PPER	es	nom|sg|neut|3	SB	36
35	sincken	sinken	VVINF	sinken	_	OC	36
36	wolte	wollte	VMFIN	wollen	sg|3|past|ind	SB	38
37	/	/	$,	/	_	--	36
38	koͤnte	könnte	VMFIN	können	sg|3|past|subj	MO	22
39	aber	aber	ADV	aber	_	MO	38
40	die	die	ART	d	nom|sg|fem	NK	41
41	Einfurt	Einfurt	NN	Einfurt	acc|sg|fem	OA	48
42	zwischen	zwischen	APPR	zwischen	_	MNR	41
43	Klippen	Klippen	NN	Klippe	dat|pl|fem	NK	42
44	in	in	APPR	in	_	MNR	41
45	den	den	ART	d	acc|sg|masc	NK	46
46	Port	Port	NE	Port	acc|sg|masc	NK	44
47	nicht	nicht	PTKNEG	nicht	_	NG	38
48	finden	finden	VVINF	finden	_	OC	38
49	/	/	$,	/	_	--	48
50	sich	sich	PRF	er|es|sie	dat|pl|3	OA	53
51	solches	solches	PIS	solch	acc|sg|neut	NK	52
52	Schiffs	Schiffs	TRUNC	Schiffs-	acc|sg|neut	OA	53
53	erbarmte	erbarmte	ADJA	erbarmte	sg|3|past|ind	CJ	38
54	/	/	$,	/	_	--	53
55	schickte	schickte	VVFIN	schicken	sg|3|past|ind	--	0
56	einen	einen	ART	ein	acc|sg|masc	NK	57
57	Piloten	Piloten	NN	Pilot	acc|sg|masc	OA	55
58	mit	mit	APPR	mit	_	MO	55
59	einem	einem	ART	ein	dat|sg|neut	NK	60
60	Nachen	Nachen	NN	Nachen	dat|sg|neut	NK	58
61	entgegen	entgegen	PTKVZ	entgegen	_	SVP	55
62	/	/	$,	/	_	--	61
63	der	der	PRELS	d	nom|sg|masc	SB	71
64	das	das	ART	d	nom|sg|neut	NK	65
65	Schiff	Schiff	NN	Schiff	acc|sg|neut	OA	70
66	vollends	vollends	ADV	vollends	_	MO	71
67	in	in	APPR	in	_	MO	70
68	den	den	ART	d	acc|sg|masc	NK	69
69	Port	Port	NE	Port	acc|sg|masc	NK	67
70	einfuͤhren	einführen	VVINF	einführen	_	OC	71
71	solte	sollte	VMFIN	sollen	sg|3|past|ind	RC	46
72	.	.	SENT	.	_	--	71

1	Also	Also	ADV	also	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	der	der	ART	d	nom|sg|masc	NK	4
4	Tod	Tod	NN	Tod	nom|sg|masc	SB	2
5	der	der	ART	d	gen|pl|masc	NK	6
6	jenige	jenige	PIS	jenige	nom|sg|masc|pos	PD	2
7	/	/	$,	/	_	--	6
8	den	den	PRELS	d	acc|sg|masc	NK	14
9	uns	uns	PPER	wir	dat|pl|*|1	DA	24
10	unser	unser	PPOSAT	unser	acc|sg|neut	NK	11
11	Vatter	Vater	NN	Vater	nom|sg|masc	OA	24
12	aus	aus	APPR	aus	_	MO	24
13	Vaͤtterlichem	väterlichem	ADJA	väterlichem	dat|sg|neut|pos	NK	14
14	erbarmen	erbarmen	NN	Erbarmen	dat|pl|neut|pos	NK	12
15	entgegen	entgegen	PTKVZ	entgegen	_	MO	24
16	schickt	schickt	VVFIN	schicken	sg|3|pres|ind	MO	24
17	/	/	$,	/	_	--	16
18	daß	daß	KOUS	daß	_	CP	24
19	er	er	PPER	er	nom|sg|masc|3	SB	24
20	uns	uns	PPER	wir	dat|pl|*|1	NK	15
21	in	in	APPR	in	_	MO	24
22	den	den	ART	d	acc|sg|masc	NK	23
23	Port	Port	NE	Port	acc|sg|masc	NK	21
24	einfuͤhre	einführe	VVFIN	einführe	sg|3|past|subj	RC	6
25	.	.	SENT	.	_	--	24

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	solle	solle	VMFIN	sollen	sg|3|pres|subj	--	0
3	nunmehr	nunmehr	ADV	nunmehr	_	MO	2
4	genug	genug	ADV	genug	_	MO	2
5	gelidten	gelitten	VVPP	leiden	_	PD	6
6	seyn	sein	VAINF	sein	_	OC	2
7	/	/	$,	/	_	--	6
8	er	er	PPER	er	nom|sg|masc|3	SB	9
9	wolle	wolle	VMFIN	wollen	sg|3|pres|subj	CJ	2
10	nun	nun	ADV	nun	_	MO	9
11	zu	zu	APPR	zu	_	MO	12
12	frieden	frieden	NN	Frieden	pos	PD	13
13	seyn	sein	VAINF	sein	_	OC	9
14	/	/	$,	/	_	--	13
15	mit	mit	APPR	mit	_	OP	5
16	den	den	ART	d	dat|pl|fem	NK	17
17	Proben	Proben	NN	Probe	dat|pl|fem	NK	15
18	des	des	ART	d	gen|sg|masc	NK	19
19	Glaubens	Glaubens	NN	Glaube	gen|sg|masc	AG	17
20	und	und	KON	und	_	CD	19
21	der	der	ART	d	nom|sg|masc	NK	22
22	Gedult	Geduld	NN	Geduld	nom|sg|masc	CJ	20
23	/	/	$,	/	_	--	22
24	die	die	PRELS	d	acc|sg|fem	OA	28
25	wir	wir	PPER	wir	nom|pl|*|1	SB	29
26	von	von	APPR	von	_	MO	28
27	uns	uns	PPER	wir	dat|pl|*|1	NK	26
28	gegeben	gegeben	VVPP	geben	_	OC	29
29	haben	haben	VAINF	haben	_	RC	17
30	.	.	SENT	.	_	--	29

1	Jetzo	Jetzo	ADV	jetzt	_	MO	2
2	sollen	sollen	VMFIN	sollen	pl|1|pres|ind	--	0
3	wir	wir	PPER	wir	nom|pl|*|1	SB	2
4	zur	zur	APPRART	zur	dat|sg|fem	MO	6
5	Freyheit	Freiheit	NN	Freiheit	dat|sg|fem	NK	4
6	kommen	kommen	VVINF	kommen	_	OC	2
7	.	.	SENT	.	_	--	6

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	thut	tut	VVFIN	tun	sg|3|pres|ind	--	0
3	zwar	zwar	ADV	zwar	_	MO	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	Tod	Tod	NN	Tod	nom|sg|masc	SB	2
6	wehe	wehe	ADJD	weh	pos	MO	2
7	/	/	$,	/	_	--	6
8	es	es	PPER	es	nom|sg|neut|3	SB	9
9	hat	hat	VAFIN	haben	sg|3|pres|ind	CJ	2
10	der	der	ART	d	nom|sg|masc	NK	11
11	Leib	Leib	NN	Leib	nom|sg|masc	SB	9
12	dabey	dabei	PAV	dabei	_	MO	9
13	seine	seine	PPOSAT	sein	acc|pl|masc	NK	14
14	Schmertzen	Schmerzen	NN	Schmerz	acc|pl|masc	OA	9
15	;	;	SENT	;	_	--	14

1	die	die	ART	d	nom|sg|fem	NK	2
2	Natur	Natur	NN	Natur	nom|sg|fem	SB	3
3	entsetzt	entsetzt	ADJD	entsetzt	sg|3|pres|ind	--	0
4	sich	sich	PRF	er|es|sie	acc|sg|3	OA	3
5	dafuͤr	dafür	PAV	dafür	_	MO	3
6	;	;	SENT	;	_	--	5

1	es	es	PPER	es	nom|sg|neut|3	SB	2
2	will	will	VMFIN	wollen	sg|3|pres|ind	--	0
3	schwehr	schwer	ADJD	schwer	pos	PD	4
4	werden	werden	VAINF	werden	_	OC	2
5	/	/	$,	/	_	--	4
6	von	von	APPR	von	_	PAR	4
7	den	den	ART	d	dat|pl|*	NK	8
8	jenigen	jenigen	PIS	jenige	dat|pl|*	NK	6
9	/	/	$,	/	_	--	8
10	die	die	PRELS	d	acc|pl|masc	OA	17
11	man	man	PIS	man	nom|sg|*	SB	15
12	biß	bis	APPR	bis	_	MO	17
13	dahin	dahin	ADV	dahin	_	NK	12
14	geliebt	geliebt	VVPP	lieben	_	OC	15
15	hat	hat	VAFIN	haben	sg|3|pres|ind	RC	10
16	zu	zu	PTKZU	zu	_	PM	17
17	scheiden	scheiden	VVINF	scheiden	_	RC	8
18	.	.	SENT	.	_	--	17

1	Also	Also	ADV	also	_	MO	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	zwar	zwar	ADV	zwar	_	MO	2
4	der	der	ART	d	nom|sg|masc	NK	5
5	Tod	Tod	NN	Tod	nom|sg|masc	SB	2
6	ein	ein	ART	ein	nom|sg|masc	NK	7
7	Schlag	Schlag	NE	Schlag	nom|sg|masc	PD	2
8	;	;	SENT	;	_	--	7

1	Aber	Aber	KON	aber	_	JU	14
2	weil	weil	KOUS	weil	_	CP	8
3	er	er	PPER	er	nom|sg|masc|3	SB	8
4	von	von	APPR	von	_	MO	8
5	dem	dem	ART	d	dat|sg|neut	NK	7
