

1	Titulus	Titulus	NE	Titulus	nom|sg|masc	PNC	2
34	Taffel	Tafel	NN	Tafel	dat|sg|masc	NK	29
35	vnd	und	KON	und	_	CD	34
36	Strassen	Strassen	NN	Straße	dat|pl|fem	CJ	35
37	gehet	gehet	VVFIN	gehen	_	OC	47
38	/	/	$,	/	_	--	37
39	vnd	und	KON	und	_	CD	37
40	er	er	PPER	er	nom|sg|masc|3	SB	74
41	solches	solches	PIS	solch	acc|sg|neut	OA	42
42	gestendig	geständig	ADJD	geständig	pos	CJ	39
43	/	/	$,	/	_	--	42
44	oder	oder	KON	oder	_	CD	37
45	sonsten	sonsten	ADV	sonst	_	MO	46
46	vberwiesen	vberwiesen	NN	vberwiesen	_	CJ	44
47	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	CJ	28
48	/	/	$,	/	_	--	47
49	so	so	ADV	so	_	MO	50
50	sol	soll	VMFIN	sollen	sg|3|pres|ind	--	0
51	er	er	PPER	er	nom|sg|masc|3	SB	50
52	sie	sie	PPER	Sie	acc|pl|*|3	OA	56
53	zu	zu	APPR	zu	_	MO	56
54	der	der	ART	d	dat|sg|fem	NK	55
55	Ehe	Ehe	NN	Ehe	dat|sg|fem	NK	53
56	nehmen	nehmen	VVINF	nehmen	_	OC	50
57	/	/	$,	/	_	--	56
58	Wolte	Wollte	VMFIN	wollen	sg|3|past|ind	RE	77
59	er	er	PPER	er	nom|sg|masc|3	SB	58
60	aber	aber	ADV	aber	_	MO	58
61	das	das	PDS	d	acc|sg|neut	OA	63
62	nicht	nicht	PTKNEG	nicht	_	NG	58
63	thun	tun	VVINF	tun	_	OC	58
64	/	/	$,	/	_	--	63
65	oder	oder	KON	oder	_	CD	58
66	die	die	ART	d	nom|pl|*	NK	67
67	Eltern	Eltern	NN	Eltern	nom|pl|*	SB	68
68	wolten	wollten	VMFIN	wollen	pl|3|past|ind	CJ	65
69	sie	sie	PPER	Sie	nom|pl|*|3	SB	68
70	jhme	ihm	PPER	er	dat|sg|masc|3	DA	75
71	aus	aus	APPR	aus	_	MO	68
72	erheblichen	erheblichen	ADJA	erheblich	dat|pl|fem|pos	NK	73
73	vrsachen	vrsachen	NN	vrsachen	dat|pl|fem	NK	71
74	nicht	nicht	PTKNEG	nicht	_	NG	68
75	geben	geben	VVINF	geben	_	OC	68
76	/	/	$,	/	_	--	75
77	so	so	ADV	so	_	MO	78
78	muß	muß	VMFIN	müssen	sg|3|pres|ind	CJ	50
79	er	er	PPER	er	nom|sg|masc|3	SB	78
80	die	die	ART	d	acc|sg|fem	NK	81
81	Geschwechte	geschwächte	ADJA	geschwächt	acc|sg|fem|pos	OC	78
82	nach	nach	APPR	nach	_	MO	78
83	jhres	ihres	PPOSAT	ihr	gen|sg|masc	NK	84
84	Standes	Standes	NN	Stand	gen|sg|masc	NK	82
85	gelegenheit	Gelegenheit	NN	Gelegenheit	nom|sg|fem	NK	84
86	/	/	$,	/	_	--	85
87	vnd	und	KON	und	_	CD	68
88	wie	wie	KOUS	wie	_	MO	92
89	jhre	ihre	PPOSAT	ihr	nom|pl|*	NK	90
90	Eltern	Eltern	NN	Eltern	nom|pl|*	SB	91
91	hetten	hätten	VAFIN	haben	pl|3|past|subj	CJ	87
92	thun	tun	VVINF	tun	_	OC	93
93	koͤnnen	können	VMINF	können	_	OC	91
94	/	/	$,	/	_	--	93
95	dotiren	dotieren	VVINF	dotieren	_	OC	78
96	vnd	und	KON	und	_	CD	95
97	begifftigen	begifftigen	VVFIN	begifftigen	_	CJ	96
98	/	/	$,	/	_	--	97
99	Er	Er	PPER	Er	nom|sg|masc|3	SB	100
100	sey	sei	VAFIN	sein	sg|3|pres|subj	RE	77
101	nun	nun	ADV	nun	_	MO	100
102	des	des	ART	d	gen|sg|neut	NK	103
103	vermoͤgens	Vermögens	NN	Vermögen	gen|sg|neut	PD	100
104	oder	oder	KON	oder	_	CD	103
105	nicht	nicht	PTKNEG	nicht	_	NG	111
106	/	/	$,	/	_	--	105
107	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	104
108	er	er	PPER	er	nom|sg|masc|3	SB	107
109	in	in	APPR	in	_	MO	113
110	der	der	ART	d	dat|sg|fem	NK	111
111	Obrigkeit	Obrigkeit	NN	Obrigkeit	dat|sg|fem	NK	109
112	Geltstraffe	Geltstraffe	NN	Geltstraffe	nom|pl|neut	NK	111
113	verfallen	verfallen	VVPP	verfallen	_	PD	114
114	sein	sein	VAINF	sein	_	OC	107
115	/	/	$,	/	_	--	114
116	oder	oder	KON	oder	_	CD	104
117	nach	nach	APPR	nach	_	MO	129
118	gelegenheit	Gelegenheit	NN	Gelegenheit	dat|sg|fem	NK	117
119	der	der	ART	d	gen|pl|fem	NK	121
120	beyden	beiden	PIAT	beide	gen|pl|fem	NK	121
121	Personen	Personen	NN	Person	gen|pl|fem	AG	118
122	/	/	$,	/	_	--	121
123	mit	mit	APPR	mit	_	MO	129
124	Gefaͤngnuß	Gefängnuß	NN	Gefängnuß	dat|sg|masc	NK	123
125	bey	bei	APPR	bei	_	MNR	124
126	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	125
127	vnd	und	KON	und	_	CD	126
128	Brodt	Brot	NN	Brot	dat|sg|neut	CJ	127
129	gestrafft	gestrafft	VVPP	strafen	_	OC	130
130	werden	werden	VAINF	werden	_	CJ	116
131	/	/	$,	/	_	--	130
132	vnd	und	KON	und	_	CD	100
133	das	das	PDS	d	nom|sg|neut	SB	138
134	zum	zum	APPRART	zum	dat|sg|masc	MNR	133
135	ersten	ersten	ADJA	erst	dat|sg|neut|pos	NK	134
136	mal	mal	NN	Mal	_	MO	133
137	/	/	$,	/	_	--	136
138	Wuͤrde	Würde	VAFIN	werden	sg|3|past|subj	CJ	132
139	er	er	PPER	er	nom|sg|masc|3	SB	138
140	nun	nun	ADV	nun	_	MO	151
141	zum	zum	APPRART	zum	dat|sg|neut	MO	151
142	andernmal	andernmal	ADV	andernmal	_	NK	141
143	mit	mit	APPR	mit	_	MNR	142
144	dergleichen	dergleichen	PIAT	dergleiche	dat|pl|fem|pos	NK	145
145	Personen	Personen	NN	Person	dat|pl|fem	NK	143
146	/	/	$,	/	_	--	145
147	wie	wie	KOUS	wie	_	MO	149
148	oben	oben	ADV	oben	_	MO	149
149	angezogen	angezogen	VVPP	anziehen	_	MO	151
150	/	/	$,	/	_	--	149
151	betroffen	betroffen	VVPP	betreffen	_	OC	138
152	/	/	$,	/	_	--	151
153	vnd	und	KON	und	_	CD	138
154	er	er	PPER	er	nom|sg|masc|3	SB	174
155	die	die	ART	d	acc|sg|fem	NK	160
156	zu	zu	APPR	zu	_	MO	168
157	Ehelichen	Ehelichen	NN	Ehelichen	dat|pl|masc	NK	156
158	sich	sich	PRF	er|es|sie	acc|sg|3	OA	160
159	abermals	abermals	ADV	abermals	_	MO	160
160	verwiegern	Verwiegern	NN	Verwiegern	dat|pl|masc	SB	130
161	/	/	$,	/	_	--	160
162	die	die	ART	d	nom|pl|*	NK	163
163	Eltern	Eltern	NN	Eltern	nom|pl|*	SB	172
164	sie	sie	PPER	Sie	nom|sg|fem|3	SB	198
165	jhme	ihm	PPER	er	dat|sg|masc|3	DA	216
166	auch	auch	ADV	auch	_	MO	167
167	aus	aus	APPR	aus	_	MO	172
168	bedencklichen	bedenklichen	ADJA	bedenklich	dat|pl|fem|pos	NK	169
169	vrsachen	vrsachen	NN	vrsachen	dat|pl|fem	NK	167
170	nicht	nicht	PTKNEG	nicht	_	NG	172
171	gebē	gebe	VVFIN	geben	_	MO	172
172	wolten	wollten	VMFIN	wollen	pl|3|past|ind	MO	93
173	/	/	$,	/	_	--	172
174	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	153
175	er	er	PPER	er	nom|sg|masc|3	SB	174
176	sie	sie	PPER	Sie	acc|*|*|3	OA	178
177	gleichwol	gleichwohl	ADV	gleichwohl	_	MO	178
178	dotiren	dotieren	VVINF	dotieren	_	OC	174
179	/	/	$,	/	_	--	178
180	vn̄	vn	APPR	an	_	PAR	174
181	im	im	APPRART	im	dat|sg|masc	MO	174
182	fall	fall	NN	Fall	dat|sg|masc	NK	181
183	seines	seines	PPOSAT	sein	gen|sg|neut	NK	195
184	vermuͤgens	vermügens	NN	vermügens	_	MO	197
185	oder	oder	KON	oder	_	CD	184
186	vnvermuͤgens	vnvermügens	NN	vnvermügens	_	CJ	185
187	/	/	$,	/	_	--	186
188	ohne	ohne	APPR	ohne	_	MO	197
189	Geltstraffe	Geltstraffe	NN	Geltstraffe	acc|sg|fem	NK	188
190	ein	ein	ART	ein	acc|sg|neut	NK	195
191	zeitlang	zeitlang	NN	Zeitlang	pos	NK	195
192	bey	bei	APPR	bei	_	MO	197
193	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	192
194	vnd	und	KON	und	_	CD	193
195	Brodt	Brot	NN	Brot	dat|sg|neut	CJ	194
196	gefaͤnglich	gefänglich	ADJD	gefänglich	pos	MO	197
197	enthalten	enthalten	VVPP	enthalten	_	OC	198
198	werden	werden	VAINF	werden	_	OC	174
199	/	/	$,	/	_	--	198
200	Wuͤrde	Würde	VAFIN	werden	sg|3|past|subj	CJ	174
201	er	er	PPER	er	nom|sg|masc|3	SB	200
202	sich	sich	PRF	er|es|sie	acc|sg|3	OA	213
203	zum	zum	APPRART	zum	dat|sg|neut	MO	213
204	dritten	dritten	ADJA	dritt	dat|sg|neut|pos	NK	203
205	mal	mal	NN	Mal	_	MO	213
206	der	der	ART	d	dat|sg|fem	NK	207
207	gestalt	gestalt	NN	Gestalt	dat|sg|fem	DA	213
208	/	/	$,	/	_	--	207
209	wie	wie	KOUS	wie	_	MO	211
210	oben	oben	ADV	oben	_	MO	211
211	vermeldet	vermeldet	VVPP	vermelden	_	MO	213
212	/	/	$,	/	_	--	211
213	vergreiffen	vergreifen	VVINF	vergreifen	_	OC	200
214	/	/	$,	/	_	--	213
215	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	200
216	er	er	PPER	er	nom|sg|masc|3	SB	215
217	die	die	ART	d	acc|sg|fem	NK	218
218	Zeit	Zeit	NN	Zeit	acc|sg|fem	OA	221
219	seines	seines	PPOSAT	sein	gen|sg|neut	NK	220
220	Lebens	Lebens	NN	Leben	gen|sg|neut	AG	218
221	verwiesen	verwiesen	VVPP	verweisen	_	OC	222
222	werden	werden	VAINF	werden	_	OC	215
223	.	.	SENT	.	_	--	222

1	II	II	CARD	2	_	--	0
2	.	.	SENT	.	_	--	1

1	Also	Also	ADV	also	_	MO	19
2	auch	auch	ADV	auch	_	MO	21
3	/	/	$,	/	_	--	2
4	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
5	ein	ein	ART	ein	nom|sg|masc	NK	6
6	Gesell	Gesell	NN	Geselle	nom|sg|masc	SB	4
7	oder	oder	KON	oder	_	CD	6
8	Wittwer	Witwer	NN	Witwer	nom|sg|masc	CJ	7
9	eine	eine	ART	ein	acc|sg|fem	NK	11
10	ledige	ledige	ADJA	ledig	acc|sg|fem|pos	NK	11
11	Dienstmagd	Dienstmagd	NN	Dienstmagd	acc|sg|fem	OA	19
12	/	/	$,	/	_	--	11
13	die	die	PRELS	d	acc|pl|fem	SB	17
14	sonsten	sonsten	ADV	sonst	_	MO	17
15	jhrer	ihrer	PPOSAT	ihr	gen|pl|fem	NK	16
16	Ehren	Ehren	NN	Ehre	gen|pl|fem	AG	11
17	vnbeschulden	vnbeschulden	NN	vnbeschulden	_	OC	22
18	/	/	$,	/	_	--	17
19	beschlaffen	beschlafen	VVINF	beschlafen	_	OC	4
20	/	/	$,	/	_	--	19
21	die	die	PRELS	d	acc|sg|fem	OA	27
22	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	4
23	er	er	PPER	er	nom|sg|masc|3	SB	22
24	zu	zu	APPR	zu	_	MO	27
25	der	der	ART	d	dat|sg|fem	NK	26
26	Ehe	Ehe	NN	Ehe	dat|sg|fem	NK	24
27	nehmen	nehmen	VVINF	nehmen	_	OC	22
28	/	/	$,	/	_	--	27
29	Oder	Oder	KON	oder	_	JU	53
30	aber	aber	ADV	aber	_	MO	27
31	/	/	$,	/	_	--	30
32	da	da	KOUS	da	_	CP	37
33	er	er	PPER	er	nom|sg|masc|3	SB	37
34	sich	sich	PRF	er|es|sie	acc|sg|3	OA	36
35	dessen	dessen	PDS	d	gen|sg|masc	DA	36
36	verweigern	verweigern	VVINF	verweigern	_	OC	37
37	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	MO	27
38	/	/	$,	/	_	--	37
39	jhr	ihr	PPER	Ihr	dat|sg|fem|3	DA	50
40	einen	einen	ART	ein	acc|sg|masc	NK	42
41	gebuͤhrlichen	gebührlichen	ADJA	gebührlich	acc|sg|masc|pos	NK	42
42	Brautschatz	Brautschatz	NN	Brautschatz	acc|sg|masc	OA	50
43	/	/	$,	/	_	--	42
44	nach	nach	APPR	nach	_	MO	50
45	der	der	ART	d	dat|sg|fem	NK	46
46	Magd	Magd	NN	Magd	dat|sg|fem	NK	44
47	Eltern	Eltern	ADJA	alt	nom|pl|*	NK	46
48	Vermoͤgen	Vermögen	NN	Vermögen	nom|pl|neut	OA	50
49	/	/	$,	/	_	--	48
50	geben	geben	VVINF	geben	_	OC	37
51	/	/	$,	/	_	--	50
52	vnd	und	KON	und	_	CD	37
53	sol	soll	VMFIN	sollen	sg|3|pres|ind	RS	69
54	nichts	nichts	PIS	nichts	*|*|neut	NK	114
55	desto	desto	KON	desto	_	MO	56
56	weniger	weniger	ADV	wenig	_	MO	66
57	der	der	ART	d	nom|sg|masc	NK	58
58	Wittwer	Witwer	NN	Witwer	nom|sg|masc	SB	53
59	oder	oder	KON	oder	_	CD	58
60	Gesell	Gesell	NN	Geselle	nom|sg|masc	CJ	59
61	30.	30.	CARD	@ord@	nom|sg|masc|pos	NK	63
62	Marck	Marck	NN	Mark	nom|sg|masc	PNC	63
63	Luͤbisch	Lübisch	NE	Lübisch	nom|sg|masc	NK	58
64	dem	dem	ART	d	dat|sg|neut	NK	65
65	Gerichte	Gerichte	NN	Gericht	dat|sg|neut	DA	66
66	verfallē	verfalle	VVPP	verfalle	sg|3|pres|subj	PD	67
67	seyn	sein	VAINF	sein	_	OC	53
68	/	/	$,	/	_	--	67
69	Hette	hätte	VAFIN	haben	sg|3|past|subj	CJ	52
70	er	er	PPER	er	nom|sg|masc|3	SB	69
71	aber	aber	ADV	aber	_	MO	69
72	kein	kein	PIAT	kein	acc|sg|neut	NK	73
73	Gelt	Gelt	NN	Geld	acc|sg|neut	OA	69
74	/	/	$,	/	_	--	73
75	daß	daß	KOUS	daß	_	CP	88
76	er	er	PPER	er	nom|sg|masc|3	SB	88
77	die	die	ART	d	acc|sg|fem	NK	79
78	beschlaffene	beschlafene	ADJA	beschlafen	acc|sg|fem|pos	NK	79
79	Person	Person	NN	Person	acc|sg|fem	OA	80
80	dotiren	dotieren	VVINF	dotieren	_	OC	88
81	/	/	$,	/	_	--	80
82	vnd	und	KON	und	_	CD	80
83	den	den	ART	d	dat|pl|neut	NK	84
84	Gerichten	Gerichten	NN	Gericht	dat|pl|neut	DA	87
85	die	die	ART	d	acc|sg|fem	NK	86
86	Straff	Straff	NN	Strafe	acc|sg|fem	OA	87
87	erlegen	erlegen	VVINF	erliegen	_	CJ	82
88	koͤnne	könne	VMFIN	können	sg|3|pres|subj	OC	73
89	/	/	$,	/	_	--	88
90	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	88
91	er	er	PPER	er	nom|sg|masc|3	SB	90
92	14.	14.	CARD	@ord@	_	MO	93
93	Tage	Tage	NN	Tag	acc|pl|masc	MO	100
94	im	im	APPRART	im	dat|sg|masc	MNR	93
95	Gefaͤngnuß	Gefängnuß	NN	Gefängnuß	dat|sg|masc	NK	94
96	mit	mit	APPR	mit	_	MO	100
97	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	96
98	vnd	und	KON	und	_	CD	97
99	Brodt	Brot	NN	Brot	dat|sg|masc	CJ	98
100	gespeiset	gespeist	VVPP	speisen	_	OC	101
101	werden	werden	VAINF	werden	_	OC	90
102	/	/	$,	/	_	--	101
103	vnd	und	KON	und	_	CD	69
104	diß	dies	PDS	dies	nom|sg|neut	SB	110
105	fuͤr	für	APPR	für	_	MO	116
106	das	das	ART	d	acc|sg|neut	NK	107
107	erste	erste	ADJA	erst	acc|sg|neut|pos	NK	105
108	mal	mal	NN	Mal	_	MO	104
109	/	/	$,	/	_	--	108
110	Wuͤrde	Würde	VAFIN	werden	sg|3|past|subj	CJ	103
111	er	er	PPER	er	nom|sg|masc|3	SB	110
112	aber	aber	ADV	aber	_	MO	116
113	zum	zum	APPRART	zum	dat|sg|neut	MO	116
114	andern	anderen	ADJA	ander	dat|sg|neut	NK	113
115	mal	mal	NN	Mal	_	MO	116
116	begriffen	begriffen	VVPP	begreifen	_	OC	110
117	/	/	$,	/	_	--	116
118	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	112
119	er	er	PPER	er	nom|sg|masc|3	SB	118
120	ohne	ohne	APPR	ohne	_	MO	129
121	Gelt	Gelt	NN	Geld	acc|sg|fem	NK	120
122	sechs	sechs	CARD	sechs	_	NK	123
123	Wochen	Wochen	NN	Woche	acc|pl|fem	MO	124
124	bey	bei	APPR	bei	_	MO	129
125	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	124
126	vnnd	und	KON	und	_	CD	125
127	Brodt	Brot	NN	Brot	dat|sg|neut	CJ	126
128	gefaͤnglich	gefänglich	ADJD	gefänglich	pos	MO	129
129	enthalten	enthalten	VVPP	enthalten	_	OC	130
130	werden	werden	VAINF	werden	_	OC	118
131	/	/	$,	/	_	--	130
132	Zum	Zum	APPRART	zum	dat|sg|neut	MO	136
133	dritten	dritten	ADJA	dritt	dat|sg|neut|pos	NK	132
134	mal	mal	NN	Mal	_	MO	132
135	/	/	$,	/	_	--	134
136	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	118
137	der	der	ART	d	nom|sg|masc	NK	138
138	Verbrecher	Verbrecher	NN	Verbrecher	nom|sg|masc	SB	136
139	auß	aus	APPR	aus	_	MNR	138
140	der	der	ART	d	dat|sg|fem	NK	141
141	Stadt	Stadt	NN	Stadt	dat|sg|fem	NK	139
142	Gebiete	Gebiete	NN	Gebiet	nom|pl|neut	NK	141
143	/	/	$,	/	_	--	142
144	die	die	ART	d	nom|pl|masc	NK	145
145	Tage	Tage	NN	Tag	acc|pl|masc	SB	149
146	seines	seines	PPOSAT	sein	gen|sg|neut	NK	147
147	Lebens	Lebens	NN	Leben	gen|sg|neut	AG	145
148	verwiesen	verwiesen	VVPP	verweisen	_	OC	149
149	werden	werden	VAINF	werden	_	OC	136
150	.	.	SENT	.	_	--	149

1	III	III	CARD	III	_	--	0
2	.	.	SENT	.	_	--	1

1	Also	Also	ADV	also	_	MO	17
2	auch	auch	ADV	auch	_	MO	17
3	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
4	die	die	ART	d	nom|sg|fem	NK	6
5	beschlaffene	beschlafene	ADJA	beschlafen	nom|sg|fem|pos	NK	6
6	Person	Person	NN	Person	nom|sg|fem	SB	3
7	widerumb	wiederum	ADV	wiederum	_	MO	17
8	zum	zum	APPRART	zum	dat|sg|*	MO	17
9	andern	anderen	ADJA	ander	dat|sg|*|pos	NK	8
10	vnd	und	KON	und	_	CD	9
11	drittē	dritte	ADJA	dritt	nom|sg|masc|pos	CJ	10
12	mal	mal	NN	Mal	_	MO	17
13	sich	sich	PRF	er|es|sie	acc|sg|3	OA	16
14	in	in	APPR	in	_	MO	16
15	Vnzucht	Vnzucht	NN	Vnzucht	acc|sg|fem	NK	14
16	bethoͤren	betören	VVINF	betören	_	OC	17
17	lassen	lassen	VVINF	lassen	_	OC	3
18	/	/	$,	/	_	--	17
19	sol	soll	VMFIN	sollen	sg|3|pres|ind	CJ	3
20	sie	sie	PPER	Sie	nom|sg|fem|3	SB	19
21	mit	mit	APPR	mit	_	MO	48
22	Gefaͤngnuß	Gefängnuß	NN	Gefängnuß	dat|sg|masc	NK	21
23	bey	bei	APPR	bei	_	MNR	22
24	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	23
25	vnd	und	KON	und	_	CD	24
26	Brodt	Brot	NN	Brot	acc|sg|neut	CJ	25
27	/	/	$,	/	_	--	26
28	oder	oder	KON	oder	_	CD	21
29	aber	aber	ADV	aber	_	MO	30
30	bey	bei	APPR	bei	_	CJ	28
31	der	der	ART	d	dat|sg|fem	NK	32
32	Stadt	Stadt	NN	Stadt	dat|sg|fem	NK	30
33	Verweisung	Verweisung	NN	Verweisung	nom|sg|fem	NK	32
34	die	die	ART	d	acc|sg|fem	NK	35
35	Zeit	Zeit	NN	Zeit	acc|sg|fem	OA	46
36	jhres	ihres	PPOSAT	ihr	gen|sg|neut	NK	37
37	Lebens	Lebens	NN	Leben	gen|sg|neut	AG	35
38	respectivè	respektive	KON	respektive	_	MNR	35
39	,	,	$,	,	_	--	38
40	wie	wie	KOUS	wie	_	MO	41
41	oben	oben	ADV	oben	_	MO	46
42	von	von	APPR	von	_	SBP	46
43	Gesellen	Gesellen	NN	Geselle	dat|pl|fem	NK	42
44	vnd	und	KON	und	_	CD	43
45	Wittwen	Witwen	NN	Witwe	dat|pl|fem	CJ	44
46	gesatzt	gesatzt	VVPP	gesatzt	_	RC	32
47	/	/	$,	/	_	--	46
48	gestrafft	gestrafft	VVPP	strafen	_	OC	49
49	werden	werden	VAINF	werden	_	OC	19
50	.	.	SENT	.	_	--	49

1	IIII	IIII	NE	IIII	_	--	0
2	.	.	SENT	.	_	--	1

1	Vnd	Und	KON	und	_	JU	6
2	weil	weil	KOUS	weil	_	CP	18
3	dann	dann	ADV	dann	_	MO	18
4	in	in	APPR	in	_	MO	6
5	solchen	solchen	PIAT	solch	dat|pl|neut	NK	4
6	faͤllen	fällen	VVINF	fällen	pl|3|pres|ind	--	0
7	die	die	ART	d	nom|pl|*	NK	8
8	Wittwen	Witwen	NN	Witwe	nom|pl|masc	SB	6
9	gemeines	gemeines	ADJA	gemein	gen|sg|masc	NK	10
10	Standes	Standes	NN	Stand	gen|sg|masc	AG	8
11	/	/	$,	/	_	--	10
12	welche	welche	PRELS	welch	nom|sg|fem	MO	18
13	mit	mit	APPR	mit	_	MO	18
14	Ehren	Ehren	NN	Ehre	dat|pl|fem	NK	13
15	in	in	APPR	in	_	MO	18
16	den	den	ART	d	acc|sg|masc	NK	17
17	Ehestandt	Ehestand	NN	Ehestand	acc|sg|masc	NK	15
18	gerahten	geraten	VVPP	geraten	_	OC	6
19	/	/	$,	/	_	--	18
20	etwas	etwas	PIAT	etwas	_	MO	21
21	verstendiger	verständiger	ADJA	verständiger	comp	NK	29
22	vnd	und	KON	und	_	CD	21
23	eingezogener	eingezogener	ADJA	eingezogener	comp	MO	24
24	leben	leben	VVINF	leben	_	OC	25
25	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	RE	27
26	/	/	$,	/	_	--	25
27	dann	dann	ADV	dann	_	MO	28
28	vnverstendige	vnverstendige	ADJA	vnverstendige	nom|pl|masc|pos	CJ	22
29	Dienstmaͤgde	Dienstmägde	NN	Dienstmägde	nom|pl|masc	SB	39
30	/	/	$,	/	_	--	29
31	Da	Da	KOUS	da	_	CP	37
32	nun	nun	ADV	nun	_	MO	37
33	solche	solche	PIAT	solch	acc|pl|fem	NK	34
34	Wittwen	Witwen	NN	Witwe	acc|pl|fem	OA	37
35	in	in	APPR	in	_	MO	37
36	vnehren	vnehren	ADJD	vnehren	dat|pl|neut	NK	35
37	beschlaffen	beschlafen	VVINF	beschlafen	_	MO	39
38	/	/	$,	/	_	--	37
39	sollen	sollen	VMFIN	sollen	pl|3|pres|ind	PAR	18
40	sie	sie	PPER	Sie	nom|pl|*|3	SB	39
41	zum	zum	APPRART	zum	dat|sg|neut	MO	71
42	ersten	ersten	ADJA	erst	dat|sg|neut|pos	NK	41
43	mal	mal	NN	Mal	_	MO	41
44	mit	mit	APPR	mit	_	MO	71
45	Gefaͤngnuß	Gefängnuß	NN	Gefängnuß	dat|sg|masc	NK	44
46	bey	bei	APPR	bei	_	MNR	45
47	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	46
48	vnd	und	KON	und	_	CD	47
49	Brodt	Brot	NN	Brot	dat|sg|masc	CJ	48
50	14.	14.	CARD	@ord@	nom|sg|fem|pos	NK	51
51	Tage	Tage	NN	Tag	acc|pl|masc	MO	71
52	/	/	$,	/	_	--	51
53	zum	zum	APPRART	zum	dat|sg|neut	MNR	51
54	andern	anderen	ADJA	ander	dat|sg|*|pos	NK	56
55	sechs	sechs	CARD	sechs	_	NK	56
56	Wochen	Wochen	NN	Woche	dat|pl|fem	NK	53
57	bey	bei	APPR	bei	_	MNR	56
58	Wasser	Wasser	NN	Wasser	dat|sg|neut	NK	57
59	vnd	und	KON	und	_	CD	58
60	Brodt	Brot	NN	Brot	acc|sg|neut	CJ	59
61	/	/	$,	/	_	--	60
62	vnd	und	KON	und	_	CD	53
63	dann	dann	ADV	dann	_	MO	64
