

1	Dero	Dero	PDAT	Dero	_	MO	6
8	meyne	meine	VVFIN	meinen	sg|1|pres|ind	--	0
9	ich	ich	PPER	ich	nom|sg|*|1	SB	8
10	immer	immer	ADV	immer	_	MO	8
11	.	.	SENT	.	_	--	10

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Der	Der	ART	d	nom|sg|masc	SB	4
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	auch	auch	ADV	auch	_	MO	6
6	aus	aus	APPR	aus	_	MO	10
7	der	der	ART	d	dat|sg|fem	NK	9
8	vornehmen	vornehmen	ADJA	vornehm	dat|sg|fem|pos	NK	9
9	Freundschaft	Freundschaft	NN	Freundschaft	dat|sg|fem	NK	6
10	geschickt	geschickt	VVPP	geschickt	_	PD	4
11	.	.	SENT	.	_	--	10

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Ich	Ich	PPER	ich	nom|sg|*|1	SB	4
4	weiß	weiß	VVFIN	wissen	sg|1|pres|ind	--	0
5	was	was	PWS	was	acc|sg|neut	OA	7
6	ich	ich	PPER	ich	nom|sg|*|1	SB	7
7	thue	tue	VVFIN	tun	sg|1|pres|ind	OC	4
8	;	;	SENT	;	_	--	7
9	wenn	wenn	KOUS	wenn	_	CP	19
10	das	das	ART	d	nom|sg|neut	NK	11
11	Volk	Volk	NN	Volk	nom|sg|neut	SB	19
12	ihn	ihn	PPER	er	acc|sg|masc|3	OA	19
13	noch	noch	ADV	noch	_	MO	14
14	einmal	einmal	ADV	einmal	_	MO	16
15	so	so	ADV	so	_	MO	16
16	uͤberlaͤuft	überläuft	VVFIN	überläuft	pos	MO	19
17	-	-	$.	-	_	--	16
18	-	-	$.	-	_	--	17
19	schicke	schicke	ADJA	schick	sg|1|pres|ind	RE	5
20	ich	ich	PPER	ich	nom|sg|*|1	SB	19
21	sie	sie	PPER	Sie	acc|sg|fem|3	OA	19
22	alle	alle	PIS	all	acc|pl|*	NK	21
23	zu	zu	APPR	zu	_	MO	19
24	der	der	ART	d	dat|sg|fem	NK	25
25	Fraͤulein	Fräulein	NN	Fräulein	dat|sg|fem	NK	23
26	Braut	Braut	NN	Braut	nom|sg|neut	NK	25
27	.	.	SENT	.	_	--	26

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Mein	Mein	PPOSAT	mein	nom|sg|neut	NK	4
4	Seel	Seel	NE	SEEHL	nom|sg|masc	--	0
5	,	,	$,	,	_	--	4
6	Schaden	Schaden	NN	Schaden	nom|sg|masc	APP	4
7	kanns	kann's	NE	kann's	nom|sg|masc	NK	6
8	nicht	nicht	PTKNEG	nicht	_	NG	4
9	!	!	SENT	!	_	--	8

1	Sie	Sie	PPER	Sie	nom|sg|fem|3	SB	2
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	reich	reich	ADJD	reich	pos	PD	2
4	-	-	$.	-	_	--	3
5	-	-	$.	-	_	--	4
6	und	und	KON	und	_	CD	2
7	da	da	KOUS	da	_	CP	11
8	sie	sie	PPER	Sie	nom|sg|fem|3	SB	11
9	ihn	ihn	PPER	er	acc|sg|masc|3	OA	10
10	lieb	lieb	ADJD	lieb	sg|3|past|ind	SB	11
11	hat	hat	VAFIN	haben	sg|3|pres|ind	MO	14
12	-	-	$.	-	_	--	11
13	-	-	$.	-	_	--	12
14	thut	tut	VVFIN	tun	sg|3|pres|ind	CJ	6
15	sie	sie	PPER	Sie	nom|sg|fem|3	SB	14
16	wohl	wohl	ADV	wohl	_	MO	14
17	einmal	einmal	ADV	einmal	_	MO	14
18	ein	ein	ART	ein	acc|sg|neut	NK	19
19	Uebriges	Übriges	ADJA	Übriges	acc|sg|neut	OA	14
20	.	.	SENT	.	_	--	19

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	wird	wird	VAFIN	werden	sg|3|pres|ind	--	0
3	ihr	ihr	PPER	Ihr	acc|sg|neut	DA	13
4	es	es	PPER	es	nom|sg|neut|3	EP	2
5	so	so	ADV	so	_	MO	6
6	nie	nie	ADV	nie	_	MO	7
7	sagen	sagen	VVINF	sagen	_	OC	2
8	,	,	$,	,	_	--	7
9	wo	wo	PWAVREL	wo	_	MO	13
10	ihn	ihn	PPER	er	acc|sg|masc|3	OA	13
11	der	der	ART	d	nom|sg|masc	NK	12
12	Schuh	Schuh	NN	Schuh	nom|sg|masc	SB	13
13	druͤckt	drückt	VVFIN	drücken	sg|3|pres|ind	OC	7
14	!	!	SENT	!	_	--	13

1	-	-	$.	-	_	--	0
2	-	-	$.	-	_	--	1

1	Kopf	Kopf	NN	Kopf	nom|sg|masc	--	0
2	in	in	APPR	in	_	MNR	1
3	die	die	ART	d	acc|sg|fem	NK	4
4	Hoͤhe	Höhe	NN	Höhe	acc|sg|fem	NK	2
5	mon	mon	VVFIN	mon	_	PNC	6
6	ami	ami	NE	ami	_	NK	4
7	,	,	$,	,	_	--	6
8	Kopf	Kopf	NN	Kopf	acc|sg|masc	CJ	1
9	in	in	APPR	in	_	MNR	8
10	die	die	ART	d	acc|sg|fem	NK	11
11	Hoͤhe	Höhe	NN	Höhe	acc|sg|fem	NK	9
12	!	!	SENT	!	_	--	11

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	perseverance	perseverance	NE	perseverance	_	--	0
4	!	!	SENT	!	_	--	3

1	Ja	Ja	PTKANT	ja	_	DM	4
2	,	,	$,	,	_	--	1
3	das	das	PDS	d	nom|sg|neut	SB	4
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	wahr	wahr	ADJD	wahr	pos	PD	4
6	!	!	SENT	!	_	--	5

1	Jetzt	Jetzt	ADV	jetzt	_	MO	2
2	muͤssen	müssen	VMFIN	müssen	pl|1|pres|ind	--	0
3	wir	wir	PPER	wir	nom|pl|*|1	SB	2
4	das	das	ART	d	acc|sg|neut	NK	5
5	Ding	Ding	NN	Ding	acc|sg|neut	OA	9
6	von	von	APPR	von	_	MO	9
7	allen	allen	PIAT	all	dat|pl|fem	NK	8
8	Seiten	Seiten	NN	Seite	dat|pl|fem	NK	6
9	angreifen	angreifen	VVINF	angreifen	_	OC	2
10	.	.	SENT	.	_	--	9

1	Vor	Vor	APPR	vor	_	MO	6
2	allen	allen	PIAT	all	dat|pl|neut	NK	3
3	Dingen	Dingen	NN	Ding	dat|pl|neut	NK	1
4	-	-	$.	-	_	--	3
5	-	-	$.	-	_	--	4
6	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
7	alles	alles	PIS	all	nom|sg|neut	SB	6
8	so	so	ADV	so	_	MO	9
9	masquirt	masquirt	ADJD	masquirt	_	OC	10
10	werden	werden	VAINF	werden	_	OC	6
11	,	,	$,	,	_	--	10
12	daß	daß	KOUS	daß	_	CP	14
13	es	es	PPER	es	nom|sg|neut|3	EP	14
14	scheine	scheine	VVFIN	scheinen	sg|3|pres|subj	CC	8
15	,	,	$,	,	_	--	14
16	als	als	KOKOM	als	_	CM	17
17	gienge	ginge	VVFIN	gehen	sg|3|past|subj	CC	8
18	noch	noch	ADV	noch	_	MO	17
19	alles	alles	PIS	all	nom|sg|neut	NK	13
20	auf	auf	APPR	auf	_	MO	17
21	brillanten	brillanten	ADJA	brillant	acc|sg|masc|pos	NK	22
22	Fuß	Fuß	NN	Fuß	acc|sg|masc	NK	20
23	fort	fort	PTKVZ	fort	_	SVP	17
24	.	.	SENT	.	_	--	23

1	Man	Man	PIS	man	nom|sg|*	SB	2
2	muß	muß	VMFIN	müssen	sg|3|pres|ind	--	0
3	nicht	nicht	PTKNEG	nicht	_	NG	2
4	merken	merken	VVINF	merken	_	OC	2
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	12
7	die	die	ART	d	nom|pl|masc	NK	8
8	Umstaͤnde	Umstände	NN	Umstand	nom|pl|masc	SB	12
9	im	im	APPRART	im	dat|sg|masc	MO	11
10	Verfall	Verfall	NN	Verfall	dat|sg|masc	NK	9
11	gerathen	geraten	VVPP	geraten	_	OC	12
12	sind	sind	VAFIN	sein	pl|3|pres|ind	OC	4
13	.	.	SENT	.	_	--	12

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Valet	Valet	NE	Valet	nom|sg|masc	SB	3
3	kostet	kostet	VVFIN	kosten	sg|3|pres|ind	--	0
4	mir	mir	PPER	ich	dat|sg|*|1	DA	3
5	viel	viel	ADV	viel	*|*|*	MO	3
6	!	!	SENT	!	_	--	5

1	Warum	Warum	PWAV	warum	_	MO	6
2	aber	aber	ADV	aber	_	MO	6
3	auch	auch	ADV	auch	_	MO	6
4	sich	sich	PRF	er|es|sie	acc|sg|3	OA	6
5	so	so	ADV	so	_	MO	6
6	entetiren	entetiren	VVINF	entetiren	_	--	0
7	?	?	SENT	?	_	--	6

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	kostet	kostet	VVFIN	kosten	sg|3|pres|ind	--	0
3	verdammt	verdammt	VVPP	verdammen	sg|3|pres|ind	OC	2
4	viel	viel	ADV	viel	*|*|*	OA	3
5	!	!	SENT	!	_	--	4

1	Was	Was	PWS	was	nom|sg|neut	OA	2
2	Teufel	Teufel	NN	Teufel	nom|sg|masc	SB	4
3	,	,	$,	,	_	--	2
4	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
5	denn	denn	ADV	denn	_	MO	4
6	das	das	PDS	d	nom|sg|neut	SB	4
7	?	?	SENT	?	_	--	6

1	Liebesbriefe	Liebesbriefe	VVFIN	Liebesbriefe	nom|pl|masc	--	0
2	?	?	SENT	?	_	--	1

1	-	-	$.	-	_	--	4
2	-	-	$.	-	_	--	1
3	(	(	$(	(	_	--	2
4	er	er	PPER	er	nom|sg|masc|3	SB	5
5	nimmt	nimmt	VVFIN	nehmen	sg|3|pres|ind	--	0
6	sie	sie	PPER	Sie	nom|sg|fem|3	OA	5
7	)	)	$)	)	_	--	6
8	O	O	ITJ	O	_	PNC	9
9	weh	weh	ADJD	weh	_	OA	5
10	!	!	SENT	!	_	--	9

1	von	von	APPR	von	_	PG	14
2	boͤser	böser	ADJA	böse	dat|sg|fem|pos	NK	3
3	Gattung	Gattung	NN	Gattung	dat|sg|fem	NK	1
4	;	;	SENT	;	_	--	3
5	1000	1000	CARD	@card@	_	NK	14
6	,	,	$,	,	_	--	5
7	200	200	CARD	@card@	_	CJ	5
8	,	,	$,	,	_	--	7
9	-	-	$-	-	_	--	8
10	-	-	$-	-	_	--	9
11	456	456	CARD	@card@	_	CJ	7
12	,	,	$,	,	_	--	11
13	mon	mon	ADJD	mon	_	PNC	14
14	ami	ami	VVINF	ami	_	MO	18
15	-	-	$.	-	_	--	14
16	-	-	$.	-	_	--	15
17	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	18
18	stecken	stecken	VVFIN	stecken	pl|3|pres|ind	--	0
19	tief	tief	ADJD	tief	pos	MO	18
20	?	?	SENT	?	_	--	19

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	das	das	ART	d	nom|sg|neut	SB	4
4	sind	sind	VAFIN	sein	pl|3|pres|ind	--	0
5	erst	erst	ADV	erst	_	MO	4
6	kritische	kritische	ADJA	kritisch	nom|pl|fem|pos	NK	7
7	Karten	Karten	NN	Karte	nom|pl|fem	PD	4
8	!	!	SENT	!	_	--	7

1	Die	Die	ART	d	nom|sg|fem	NK	3
2	verdammte	verdammte	ADJA	verdammt	nom|sg|fem|pos	NK	3
3	Sieben	Sieben	NN	Sieben	nom|sg|fem	--	0
4	.	.	SENT	.	_	--	3

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	hatte	hatte	VAFIN	haben	sg|1|past|ind	--	0
3	so	so	ADV	so	_	MO	4
4	gar	gar	ADV	gar	_	MO	5
5	keine	keine	PIAT	kein	acc|sg|fem	NK	6
6	Ahndung	Ahndung	NN	Ahndung	acc|sg|fem	OA	2
7	davon	davon	PAV	davon	_	MNR	6
8	!	!	SENT	!	_	--	7

1	Mon	Mon	FM	--	*|*|*	PNC	2
2	ami	ami	FM	ami	_	--	4
3	,	,	$,	,	_	--	2
4	hoͤren	hören	VVINF	hören	pl|3|pres|ind	--	0
5	sie	sie	PPER	Sie	nom|pl|*|3	SB	4
6	doch	doch	ADV	doch	_	MO	4
7	!	!	SENT	!	_	--	6

1	Was	Was	PWS	was	nom|sg|neut	--	0
2	?	?	SENT	?	_	--	1

1	Hier	Hier	ADV	hier	_	MO	2
2	liegen	liegen	VVFIN	liegen	pl|3|pres|ind	--	0
3	eine	eine	ART	ein	nom|sg|fem	NK	4
4	Menge	Menge	NN	Menge	acc|sg|fem	SB	2
5	Noten	Noten	NN	Note	acc|pl|fem	NK	4
6	,	,	$,	,	_	--	5
7	die	die	PRELS	d	nom|sg|fem	SB	10
8	bezahlt	bezahlt	VVPP	bezahlen	_	OC	9
9	seyn	sein	VAINF	sein	_	OC	10
10	wollen	wollen	VMFIN	wollen	pl|3|pres|ind	RC	4
11	!	!	SENT	!	_	--	10

1	Es	Es	PPER	es	nom|sg|neut|3	SB	2
2	war	war	VAFIN	sein	sg|3|past|ind	--	0
3	fast	fast	ADV	fast	_	MO	5
4	nicht	nicht	PTKNEG	nicht	_	NG	5
5	auszuhalten	auszuhalten	VVIZU	auszuhalten	_	OC	2
6	,	,	$,	,	_	--	5
7	so	so	ADV	so	_	MO	8
8	ungestuͤm	ungestüm	ADJD	ungestüm	pos	PD	9
9	waren	waren	VAFIN	sein	pl|3|past|ind	PAR	18
10	die	die	ART	d	nom|pl|*	NK	11
11	Leute	Leute	NN	Leute	nom|pl|*	SB	9
12	-	-	$.	-	_	--	11
13	-	-	$.	-	_	--	12
14	einige	einige	PIAT	einig	nom|pl|*	SB	15
15	drohten	drohten	VVFIN	drohen	pl|3|past|ind	RC	11
16	-	-	$.	-	_	--	15
17	-	-	$.	-	_	--	16
18	sprachen	sprachen	VVFIN	sprechen	pl|3|past|ind	CJ	2
19	von	von	APPR	von	_	OP	18
20	Arrest	Arrest	NN	Arrest	dat|sg|masc	NK	19
21	-	-	$.	-	_	--	20
22	-	-	$.	-	_	--	21

1	Ja	Ja	ADV	ja	_	DM	3
2	das	das	PDS	d	nom|sg|neut	SB	3
3	ist	ist	sg|3|pres|ind	sein	word	--	3
4	boͤs	bös	pos	bös	word	PD	3
5	--	--	_	-	punctuation	DA	2
6	das	das	nom|sg|neut	d	word	SB	3
7	ist	ist	sg|3|pres|ind	sein	word	CJ	3
8	schrecklich	schrecklich	pos	schrecklich	word	PD	11
9	.	.	_	.	punctuation	--	1

1	Wohnt	Wohnt	VVFIN	wohnen	sg|3|pres|ind	--	0
2	hier	hier	ADV	hier	_	MO	1
3	Herr	Herr	NN	Herr	nom|sg|masc	SB	1
4	Ruhberg	Ruhberg	NE	Ruhberg	nom|sg|masc	NK	3
5	.	.	SENT	.	_	--	4

1	Ja	Ja	ITJ	ja	_	--	0
2	.	.	SENT	.	_	--	1

1	Stelle	Stelle	VVFIN	stellen	nom|sg|fem	--	0
2	er	er	PPER	er	nom|sg|masc|3	SB	1
3	ihm	ihm	PPER	er	dat|sg|masc|3	DA	1
4	dieß	dies	PDS	dies	acc|sg|neut	SB	1
5	zu	zu	APPR	zu	_	SVP	1

1	Teufel	Teufel	NN	Teufel	nom|pl|masc	--	0
2	und	und	KON	und	_	CD	1
3	alle	alle	PIAT	all	acc|pl|masc	NK	4
4	Wetter	Wetter	NN	Wetter	nom|sg|neut	CJ	2
5	!	!	SENT	!	_	--	4

1	Was	Was	PWS	was	nom|sg|neut	NK	2
2	ists	Ists	VAFIN	sein	nom|pl|masc	--	0
3	?	?	SENT	?	_	--	2

1	Entsetzlich	Entsetzlich	ADJD	entsetzlich	pos	--	0
2	-	-	$.	-	_	--	1
3	-	-	$.	-	_	--	2
4	entsetzlich	entsetzlich	ADJD	entsetzlich	pos	CJ	1
5	!	!	SENT	!	_	--	4

1	So	So	ADV	so	_	MO	2
2	reden	reden	VVFIN	reden	pl|3|pres|ind	--	0
3	sie	sie	PPER	Sie	nom|pl|*|3	SB	2
4	doch	doch	ADV	doch	_	MO	2
5	.	.	SENT	.	_	--	4

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	wissen	wissen	VVFIN	wissen	pl|3|pres|ind	--	0
3	von	von	APPR	von	_	OP	2
4	der	der	ART	d	dat|sg|fem	NK	5
5	Forderung	Forderung	NN	Forderung	dat|sg|fem	NK	3
6	der	der	ART	d	gen|pl|fem	NK	8
7	Gebauerischen	Gebauerischen	NN	Gebauerischen	gen|pl|masc|pos	NK	8
8	Erben	Erben	NN	Erbe	gen|pl|masc	AG	5
9	an	an	APPR	an	_	MNR	5
10	mich	mich	PPER	ich	acc|sg|*|1	NK	9
11	?	?	SENT	?	_	--	10

1	Die	Die	ART	d	nom|pl|masc	NK	3
2	1000	1000	CARD	@card@	_	NK	3
3	Rthlr.	Rthlr.	NN	Reichstaler	nom|pl|masc	--	0
4	?	?	SENT	?	_	--	3

1	Richtig	Richtig	ADJD	richtig	pos	--	0
2	.	.	SENT	.	_	--	1

1	Eben	Eben	ADV	eben	_	MO	9
2	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
3	bey	bei	APPR	bei	_	MO	2
4	der	der	ART	d	dat|sg|fem	NK	5
5	Justiz-Canzley	Justiz-Canzley	NE	Justiz-Canzley	dat|sg|fem	NK	3
6	Arrest	Arrest	NN	Arrest	acc|sg|masc	PD	2
7	gegen	gegen	APPR	gegen	_	MNR	6
8	mich	mich	PPER	ich	acc|sg|*|1	NK	7
9	erkannt	erkannt	VVPP	erkennen	_	OC	10
10	worden	worden	VAPP	werden	_	OC	2
11	!	!	SENT	!	_	--	10

1	Teufel	Teufel	NN	Teufel	nom|sg|neut	--	0
2	!	!	SENT	!	_	--	1

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Ist	Ist	VAFIN	sein	sg|3|pres|ind	--	0
4	das	das	PDS	d	nom|sg|neut	SB	3
5	gewiß	gewiß	ADJD	gewiß	_	MO	3
6	?	?	SENT	?	_	--	5

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Rath	Rat	NN	Rat	nom|sg|masc	SB	4
3	Grundmann	Grundmann	NN	Grundmann	nom|sg|*	NK	2
4	warnet	warnet	VVFIN	warnen	sg|3|pres|ind	--	0
5	mich	mich	PRF	ich	acc|sg|*|1	OA	4
6	,	,	$,	,	_	--	5
7	ich	ich	PPER	ich	nom|sg|*|1	SB	8
8	soll	soll	VMFIN	sollen	sg|3|pres|ind	OC	4
9	zuvorkommen	zuvorkommen	VVINF	zuvorkommen	_	OA	12
10	-	-	$.	-	_	--	9
11	-	-	$.	-	_	--	10
12	zahlen	zahlen	VVINF	zahlen	_	OC	8
13	.	.	SENT	.	_	--	12

1	Das	Das	ART	d	nom|sg|neut	NK	2
2	Ding	Ding	NN	Ding	nom|sg|neut	SB	3
3	faͤngt	fängt	VVFIN	fangen	sg|3|pres|ind	--	0
4	an	an	APPR	an	_	SVP	3
5	mich	mich	PRF	ich	acc|sg|*|1	OA	8
6	warm	warm	ADJD	warm	pos	MO	8
7	zu	zu	PTKZU	zu	_	PM	8
8	machen	machen	VVINF	machen	_	OC	3
9	.	.	SENT	.	_	--	8

1	Freund	Freund	NN	Freund	nom|sg|masc	--	0
2	!	!	SENT	!	_	--	1

1	wenn	wenn	KOUS	wenn	_	CP	3
2	das	das	PDS	d	nom|sg|neut	SB	3
3	losbricht	losbricht	VVFIN	losbricht	sg|3|pres|ind	--	0
4	?	?	SENT	?	_	--	3

1	so	so	ADV	so	_	MO	2
2	steht	steht	VVFIN	stehen	sg|3|pres|ind	--	0
3	unsere	unsere	PPOSAT	unser	nom|sg|fem	NK	4
4	Sache	Sache	NN	Sache	nom|sg|fem	SB	2
5	schlecht	schlecht	ADJD	schlecht	pos	MO	2
6	.	.	SENT	.	_	--	5

1	Sehr	Sehr	ADV	sehr	_	MO	2
2	schlecht	schlecht	ADJD	schlecht	pos	--	0
3	?	?	SENT	?	_	--	2

1	Ja	Ja	PTKANT	ja	_	DM	4
2	,	,	$,	,	_	--	1
3	da	da	ADV	da	_	MO	4
4	haben	haben	VAFIN	haben	pl|3|pres|ind	--	0
5	sie	sie	PPER	Sie	nom|pl|*|3	SB	4
6	wahrhaftig	wahrhaftig	ADJD	wahrhaftig	pos	MO	4
7	recht	recht	ADJD	recht	acc|sg|neut	OA	4
8	.	.	SENT	.	_	--	7

1	Allons	Allons	NN	Allons	_	PNC	2
2	donc	donc	NE	donc	_	--	0
3	!	!	SENT	!	_	--	2

1	-	-	$.	-	_	--	3
2	-	-	$.	-	_	--	1
3	Geben	Geben	VVFIN	geben	pl|3|pres|ind	--	0
4	sie	sie	PPER	Sie	nom|pl|*|3	SB	3
5	mir	mir	PPER	ich	dat|sg|*|1	DA	3
6	das	das	ART	d	acc|sg|neut	NK	7
7	Billet	Billett	NN	Billett	acc|sg|neut	OA	3
8	an	an	APPR	an	_	MNR	7
9	das	das	ART	d	acc|sg|neut	NK	10
10	Fraͤulein	Fräulein	NN	Fräulein	acc|sg|neut	NK	8
11	.	.	SENT	.	_	--	10

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
