

1	Was	Was	PWS	was	nom|sg|neut	SB	2
13	trage	trage	VVFIN	tragen	sg|3|pres|subj	RE	3
14	,	,	$,	,	_	--	13
15	den	den	PRELS	d	acc|sg|masc	OA	19
16	ich	ich	PPER	ich	nom|sg|*|1	SB	20
17	meinem	meinem	PPOSAT	mein	dat|sg|masc	NK	18
18	Vater	Vater	NN	Vater	nom|sg|masc	OG	19
19	schuldig	schuldig	ADJD	schuldig	pos	PD	20
20	bin	bin	VAFIN	sein	sg|1|pres|ind	RC	10
21	.	.	SENT	.	_	--	20

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
3	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	7
4	den	den	ART	d	acc|sg|masc	NK	6
5	groͤßten	größten	ADJA	groß	acc|sg|masc|sup	NK	6
6	Dank	Dank	NN	Dank	acc|sg|masc	OA	7
7	sagen	sagen	VVINF	sagen	_	OC	2
8	,	,	$,	,	_	--	7
9	wenn	wenn	KOUS	wenn	_	CP	14
10	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	14
11	mir	mir	PPER	ich	dat|sg|*|1	DA	14
12	eine	eine	ART	ein	acc|sg|fem	NK	13
13	Gelegenheit	Gelegenheit	NN	Gelegenheit	acc|sg|fem	OA	14
14	geben	geben	VVINF	geben	_	OC	7
15	,	,	$,	,	_	--	14
16	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	23
17	meine	meine	PPOSAT	mein	acc|sg|fem	NK	18
18	Hochachtung	Hochachtung	NN	Hochachtung	acc|sg|fem	OA	23
19	durch	durch	APPR	durch	_	MNR	18
20	die	die	ART	d	acc|sg|fem	NK	21
21	That	Tat	NN	Tat	acc|sg|fem	NK	19
22	zu	zu	PTKZU	zu	_	PM	23
23	beweisen	beweisen	VVINF	beweisen	_	CJ	14
24	.	.	SENT	.	_	--	23

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	bin	bin	VAFIN	sein	sg|1|pres|ind	--	0
3	eben	eben	ADV	eben	_	MO	9
4	so	so	ADV	so	_	MO	5
5	sehr	sehr	ADV	sehr	_	MO	9
6	von	von	APPR	von	_	OP	9
7	Ihrer	Ihrer	PPOSAT	Ihr	dat|sg|fem	NK	8
8	Aufrichtigkeit	Aufrichtigkeit	NN	Aufrichtigkeit	dat|sg|fem	NK	6
9	uͤberzeugt	überzeugt	ADJD	überzeugt	_	PD	2
10	als	als	KOKOM	als	_	CM	11
11	von	von	APPR	von	_	CC	4
12	der	der	ART	d	dat|sg|fem	NK	13
13	Aufrichtigkeit	Aufrichtigkeit	NN	Aufrichtigkeit	dat|sg|fem	NK	11
14	meines	meines	PPOSAT	mein	gen|sg|masc	NK	15
15	Braͤutigams	Bräutigams	NE	Bräutigam	gen|sg|masc	AG	13
16	.	.	SENT	.	_	--	15

1	Kann	Kann	VMFIN	können	sg|3|pres|ind	--	0
2	es	es	PPER	es	nom|sg|neut|3	SB	1
3	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	7
4	nunmehr	nunmehr	ADV	nunmehr	_	MO	1
5	noch	noch	ADV	noch	_	MO	1
6	schwer	schwer	ADJD	schwer	pos	MO	7
7	fallen	fallen	VVINF	fallen	_	OC	1
8	,	,	$,	,	_	--	7
9	frey	frei	ADJD	frei	pos	MO	13
10	mit	mit	APPR	mit	_	OP	13
11	mir	mir	PPER	ich	dat|sg|*|1	NK	10
12	zu	zu	PTKZU	zu	_	PM	13
13	reden	reden	VVINF	reden	_	RE	2
14	?	?	SENT	?	_	--	13

1	Meine	Meine	PPOSAT	mein	nom|pl|neut	NK	2
2	Bitte	Bitte	NN	Bitte	nom|sg|fem	SB	3
3	gereicht	gereicht	VVPP	reichen	sg|3|pres|ind	--	0
4	zum	zum	APPRART	zum	dat|sg|masc	MO	3
5	Nachtheile	Nachteile	NN	Nachteil	acc|pl|masc	NK	4
6	Ihres	Ihres	PPOSAT	Ihr	gen|sg|masc	NK	7
7	Liebhabers	Liebhabers	NN	Liebhabers	gen|sg|masc	AG	5
8	.	.	SENT	.	_	--	7

1	Will	Will	VMFIN	wollen	sg|3|pres|ind	--	0
2	Ihr	Ihr	PPOSAT	Ihr	nom|sg|masc	NK	3
3	Herr	Herr	NN	Herr	nom|sg|masc	SB	1
4	Muͤndel	Mündel	NN	Mündel	nom|sg|masc	NK	3
5	etwa	etwa	ADV	etwa	_	MO	7
6	das	das	ART	d	acc|sg|neut	NK	7
7	Rittergut	Rittergut	NN	Rittergut	acc|sg|neut	OA	9
8	gern	gern	ADV	gern	_	MO	1
9	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	1
10	,	,	$,	,	_	--	9
11	weil	weil	KOUS	weil	_	CP	18
12	es	es	PPER	es	nom|sg|neut|3	SB	18
13	so	so	ADV	so	_	MO	14
14	nahe	nahe	ADV	nahe	pos	MO	18
15	an	an	APPR	an	_	MO	18
16	der	der	ART	d	dat|sg|fem	NK	17
17	Stadt	Stadt	NN	Stadt	dat|sg|fem	NK	15
18	liegt	liegt	VVFIN	liegen	sg|3|pres|ind	MO	1
19	?	?	SENT	?	_	--	18

1	Nun	Nun	ADV	nun	_	MO	2
2	errathe	errate	VVFIN	errate	sg|3|past|ind	--	0
3	ichs	ich's	PPER	ich	nom|sg|*	SB	2
4	,	,	$,	,	_	--	3
5	warum	warum	PWAV	warum	_	MO	14
6	er	er	PPER	er	nom|sg|masc|3	SB	14
7	itzt	jetzt	ADV	jetzt	_	MO	14
8	gegen	gegen	APPR	gegen	_	MO	14
9	den	den	ART	d	acc|sg|masc	NK	11
10	guten	guten	ADJA	gut	acc|sg|masc|pos	NK	11
11	Siegmund	Siegmund	NN	Siegmund	acc|sg|masc	NK	8
12	etwas	etwas	ADV	etwas	_	MO	13
13	verdrießlich	verdrießlich	ADJD	verdrießlich	pos	MO	14
14	that	tat	VVFIN	tun	sg|3|past|ind	RC	3
15	.	.	SENT	.	_	--	14

1	Warum	Warum	PWAV	warum	_	MO	8
2	hat	hat	VAFIN	haben	sg|3|pres|ind	--	0
3	er	er	PPER	er	nom|sg|masc|3	SB	2
4	mir	mir	PPER	ich	dat|sg|*|1	DA	8
5	s	s	PPER	es	acc|sg|neut|3	OA	8
6	nicht	nicht	PTKNEG	nicht	_	NG	8
7	gleich	gleich	ADJD	gleich	_	MO	8
8	gesagt	gesagt	VVPP	sagen	_	OC	2
9	?	?	SENT	?	_	--	8

1	Er	Er	PPER	Er	nom|sg|masc|3	SB	2
2	soll	soll	VMFIN	sollen	sg|3|pres|ind	--	0
3	es	es	PPER	es	nom|sg|neut|3	OA	4
4	haben	haben	VAFIN	haben	pl|3|pres|ind	OC	2
5	und	und	KON	und	_	CD	4
6	nicht	nicht	PTKNEG	nicht	_	NG	9
7	mehr	mehr	ADV	mehr	_	MO	6
8	dafuͤr	dafür	PAV	dafür	_	MO	9
9	geben	geben	VVINF	geben	_	CJ	5
10	,	,	$,	,	_	--	9
11	als	als	KOUS	als	_	CM	17
12	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	17
13	selbst	selbst	PRF	selbst	_	MO	16
14	fuͤr	für	APPR	für	_	MO	16
15	gut	gut	ADJD	gut	pos	NK	14
16	befinden	befinden	VVINF	befinden	_	OC	17
17	werden	werden	VAFIN	werden	_	RE	8
18	.	.	SENT	.	_	--	17

1	Kommen	Kommen	VVIMP	kommen	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	zur	zur	APPRART	zur	dat|sg|fem	MO	1
4	Gesellschaft	Gesellschaft	NN	Gesellschaft	dat|sg|fem	NK	3
5	.	.	SENT	.	_	--	4

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
3	mich	mich	PPER	ich	acc|sg|1	OA	14
4	wegen	wegen	APPR	wegen	_	MO	14
5	des	des	ART	d	gen|sg|masc	NK	7
6	boshaften	boshaften	ADJA	boshaften	gen|sg|masc|pos	NK	7
7	Briefs	Briefs	NN	Briefs	gen|sg|masc	NK	4
8	,	,	$,	,	_	--	7
9	den	den	PRELS	d	acc|sg|masc	OA	12
10	ich	ich	PPER	ich	nom|sg|*|1	SB	12
11	vorhin	vorhin	ADV	vorhin	_	MO	12
12	erhalten	erhalten	VVPP	erhalten	_	RC	7
13	,	,	$,	,	_	--	12
14	entschlossen	entschlossen	VVFIN	entschließen	_	OC	2
15	,	,	$,	,	_	--	14
16	in	in	APPR	in	_	MO	30
17	Ihrer	Ihrer	PPOSAT	Ihr	dat|sg|fem	NK	18
18	Gegenwart	Gegenwart	NN	Gegenwart	dat|sg|fem	NK	16
19	dem	dem	ART	d	dat|sg|masc	NK	20
20	Herrn	Herrn	NN	Herr	dat|sg|masc	DA	30
21	Siegmund	Siegmund	NN	Siegmund	nom|sg|masc	NK	20
22	ohne	ohne	APPR	ohne	_	MO	30
23	fernern	ferneren	ADJA	ferner	acc|sg|masc|pos	NK	24
24	Aufschub	Aufschub	NN	Aufschub	acc|sg|masc	NK	22
25	das	das	ART	d	acc|sg|neut	NK	26
26	Recht	Recht	NN	Recht	acc|sg|neut	OA	30
27	uͤber	über	APPR	über	_	MNR	26
28	mein	mein	PPOSAT	mein	acc|sg|neut	NK	29
29	Herz	Herz	NN	Herz	acc|sg|neut	NK	27
30	abzutreten	abzutreten	VVIZU	abtreten	_	OC	14
31	und	und	KON	und	_	CD	30
32	seinen	seinen	PPOSAT	sein	dat|pl|masc	NK	33
33	Feinden	Feinden	NN	Feind	dat|pl|masc	DA	35
34	zu	zu	PTKZU	zu	_	PM	35
35	zeigen	zeigen	VVINF	zeigen	_	CJ	31
36	,	,	$,	,	_	--	35
37	daß	daß	KOUS	daß	_	CP	43
38	ich	ich	PPER	ich	nom|sg|*|1	SB	43
39	auf	auf	APPR	auf	_	MO	43
40	keine	keine	PIAT	kein	acc|sg|fem	NK	42
41	gemeine	gemeine	ADJA	gemein	acc|sg|fem|pos	NK	42
42	Art	Art	NN	Art	acc|sg|fem	NK	39
43	liebe	liebe	VVFIN	lieben	sg|3|pres|subj	OC	35
44	.	.	SENT	.	_	--	43

1	Aber	Aber	KON	aber	_	JU	5
2	diesen	diesen	PDAT	dies	acc|sg|masc	NK	4
3	boshaften	boshaften	ADJA	boshaften	acc|sg|masc|pos	NK	4
4	Brief	Brief	NN	Brief	acc|sg|masc	OA	7
5	habe	habe	VAFIN	haben	sg|1|pres|ind	--	0
6	ich	ich	PPER	ich	nom|sg|*|1	SB	5
7	schreiben	schreiben	VVINF	schreiben	_	OC	13
8	und	und	KON	und	_	CD	7
9	auf	auf	APPR	auf	_	MO	12
10	die	die	ART	d	acc|sg|fem	NK	11
11	Post	Post	NN	Post	acc|sg|fem	NK	9
12	bringen	bringen	VVINF	bringen	_	CJ	8
13	helfen	helfen	VVINF	helfen	_	OC	5
14	.	.	SENT	.	_	--	13

1	Ehe	Ehe	KOUS	ehe	_	OA	4
2	wollte	wollte	VMFIN	wollen	sg|1|past|ind	--	0
3	ich	ich	PPER	ich	nom|sg|*|1	SB	2
4	glauben	glauben	VVINF	glauben	_	OC	2
5	,	,	$,	,	_	--	4
6	daß	daß	KOUS	daß	_	CP	9
7	ihn	ihn	PPER	er	acc|sg|masc|3	OA	15
8	mein	mein	PPOSAT	mein	nom|sg|masc	NK	9
9	Vater	Vater	NN	Vater	nom|sg|masc	OC	4
10	,	,	$,	,	_	--	9
11	der	der	PRELS	d	nom|sg|masc	SB	18
12	mich	mich	PPER	ich	acc|sg|*|1	OA	17
13	so	so	ADV	so	_	MO	15
14	sehr	sehr	ADV	sehr	_	MO	15
15	liebt	liebt	VVFIN	lieben	_	MO	17
16	,	,	$,	,	_	--	15
17	geschrieben	geschrieben	VVPP	schreiben	_	OC	18
18	haͤtte	hätte	VAFIN	haben	sg|3|past|subj	RC	9
19	.	.	SENT	.	_	--	18

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	scherzen	scherzen	VVINF	scherzen	pl|3|pres|ind	--	0
3	.	.	SENT	.	_	--	2

1	Nein	Nein	PTKANT	nein	_	DM	6
2	,	,	$,	,	_	--	1
3	Mamsell	Mamsell	NE	Mamsell	acc|sg|neut	VO	6
4	,	,	$,	,	_	--	3
5	ich	ich	PPER	ich	nom|sg|*|1	SB	6
6	bin	bin	VAFIN	sein	sg|1|pres|ind	--	0
7	zu	zu	APPR	zu	_	MO	20
8	einem	einem	ART	ein	dat|sg|masc	NK	9
9	Scherze	Scherze	NN	Scherze	dat|sg|masc	NK	7
10	,	,	$,	,	_	--	9
11	den	den	PRELS	d	acc|sg|masc	OA	17
12	mir	mir	PPER	ich	dat|sg|*|1	DA	17
13	die	die	ART	d	acc|sg|fem	NK	14
14	Ehrerbietung	Ehrerbietung	NN	Ehrerbietung	nom|sg|fem	OA	17
15	gegen	gegen	APPR	gegen	_	MNR	14
16	Sie	Sie	PPER	Sie	acc|*|*|3	NK	15
17	untersagt	untersagt	VVPP	untersagen	sg|3|pres|ind	RC	9
18	,	,	$,	,	_	--	17
19	zu	zu	APPR	zu	_	MO	20
20	ernsthaft	ernsthaft	ADJD	ernsthaft	pos	PD	6
21	.	.	SENT	.	_	--	20

1	Erschrecken	Erschrecken	VVFIN	erschrecken	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	nur	nur	ADV	nur	_	MO	1
4	,	,	$,	,	_	--	3
5	und	und	KON	und	_	CD	1
6	hassen	hassen	VVINF	hassen	pl|3|pres|ind	CJ	5
7	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	6
8	mich	mich	PRF	ich	acc|sg|*|1	OA	6
9	.	.	SENT	.	_	--	8

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	wiederhole	wiederhole	VVFIN	wiederholen	sg|1|pres|ind	--	0
3	es	es	PPER	es	acc|sg|neut|3	OA	2
4	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	DA	2
5	,	,	$,	,	_	--	4
6	Ihr	Ihr	PPOSAT	Ihr	nom|sg|masc	NK	7
7	Liebhaber	Liebhaber	NN	Liebhaber	comp	OA	8
8	meynt	meint	VVFIN	meinen	sg|3|pres|ind	OC	2
9	es	es	PPER	es	nom|sg|neut|3	SB	8
10	nicht	nicht	PTKNEG	nicht	_	NG	8
11	aufrichtig	aufrichtig	ADJD	aufrichtig	pos	MO	8
12	mit	mit	APPR	mit	_	MO	8
13	Ihnen	Ihnen	PPER	Sie	dat|pl|*|3	NK	12
14	.	.	SENT	.	_	--	13

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	wollen	wollen	VMFIN	wollen	pl|3|pres|ind	--	0
3	gewiß	gewiß	ADJD	gewiß	_	MO	2
4	das	das	ART	d	acc|sg|neut	NK	5
5	Vergnuͤgen	Vergnügen	NN	Vergnügen	acc|sg|neut	OA	6
6	haben	haben	VAFIN	haben	_	OC	2
7	,	,	$,	,	_	--	6
8	meine	meine	PPOSAT	mein	acc|sg|fem	NK	9
9	Treue	Treue	NN	Treue	acc|sg|fem	OA	11
10	zu	zu	PTKZU	zu	_	PM	11
11	versuchen	versuchen	VVINF	versuchen	_	OC	5
12	und	und	KON	und	_	CD	11
13	mich	mich	PPER	ich	acc|sg|*|1	OA	15
14	zu	zu	PTKZU	zu	_	PM	15
15	erschrecken	erschrecken	VVFIN	erschrecken	_	CJ	12
16	,	,	$,	,	_	--	15
17	weil	weil	KOUS	weil	_	CP	19
18	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	19
19	wissen	wissen	VVINF	wissen	pl|3|pres|ind	MO	15
20	,	,	$,	,	_	--	19
21	daß	daß	KOUS	daß	_	CP	25
22	ich	ich	PPER	ich	nom|sg|*|1	SB	25
23	nicht	nicht	PTKNEG	nicht	_	NG	25
24	erschrecken	erschrecken	VVFIN	erschrecken	_	OC	25
25	kann	kann	VMFIN	können	sg|3|pres|ind	OC	19
26	.	.	SENT	.	_	--	25

1	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	2
2	glauben	glauben	VVFIN	glauben	pl|3|pres|ind	--	0
3	,	,	$,	,	_	--	2
4	ich	ich	PPER	ich	nom|sg|*|1	SB	5
5	scherze	scherze	VVFIN	scherze	sg|1|pres|ind	OC	2
6	?	?	SENT	?	_	--	5

1	Ich	Ich	PPER	ich	nom|sg|*|1	SB	2
2	will	will	VMFIN	wollen	sg|1|pres|ind	--	0
3	also	also	ADV	also	_	MO	2
4	deutlicher	deutlicher	ADJD	deutlich	comp	MO	5
5	reden	reden	VVINF	reden	_	OC	2
6	.	.	SENT	.	_	--	5

1	Ihr	Ihr	PPOSAT	Ihr	nom|sg|neut	NK	2
2	Liebhaber	Liebhaber	NN	Liebhaber	nom|sg|masc	SB	3
3	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
4	ein	ein	ART	ein	nom|sg|masc	NK	5
5	Betruͤger	Betrüger	NN	Betrüger	nom|sg|masc	PD	3
6	.	.	SENT	.	_	--	5

1	Mein	Mein	PPOSAT	mein	nom|sg|masc	NK	2
2	Herr	Herr	NN	Herr	nom|sg|masc	CJ	5
3	,	,	$,	,	_	--	2
4	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	5
5	treiben	treiben	VVFIN	treiben	pl|3|pres|ind	--	0
6	die	die	ART	d	acc|sg|fem	NK	7
7	Sache	Sache	NN	Sache	acc|sg|fem	OA	5
8	weit	weit	ADJD	weit	pos	MO	5
9	.	.	SENT	.	_	--	8

1	Wissen	Wissen	VVFIN	wissen	pl|3|pres|ind	--	0
2	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	1
3	auch	auch	ADV	auch	_	MO	1
4	,	,	$,	,	_	--	3
5	daß	daß	KOUS	daß	_	CP	12
6	ich	ich	PPER	ich	nom|sg|*|1	SB	12
7	fuͤr	für	APPR	für	_	MO	12
8	die	die	ART	d	acc|sg|fem	NK	9
9	Treue	Treue	NN	Treue	acc|sg|fem	NK	7
10	meines	meines	PPOSAT	mein	gen|sg|masc	NK	11
11	Liebhabers	Liebhabers	NN	Liebhabers	gen|sg|masc	AG	9
12	stehe	stehe	VVFIN	stehen	sg|3|pres|subj	OC	1
13	,	,	$,	,	_	--	12
14	und	und	KON	und	_	CD	1
15	daß	daß	KOUS	daß	_	CP	20
16	Sie	Sie	PPER	Sie	nom|pl|*|3	SB	20
17	mich	mich	PPER	ich	acc|sg|*|1	OA	20
18	in	in	APPR	in	_	MO	20
19	ihm	ihm	PPER	er	dat|sg|masc|3	NK	18
20	beleidigen	beleidigen	VVFIN	beleidigen	_	CJ	14
21	?	?	SENT	?	_	--	20

1	Und	Und	KON	und	_	JU	8
2	wenn	wenn	KOUS	wenn	_	CP	8
3	er	er	PPER	er	nom|sg|masc|3	SB	8
4	auch	auch	ADV	auch	_	MO	8
5	der	der	ART	d	gen|sg|fem	NK	6
6	Untreue	Untreue	NN	Untreue	gen|sg|fem	OG	7
7	faͤhig	fähig	ADJD	fähig	pos	PD	8
8	waͤre	wäre	VAFIN	sein	sg|3|past|subj	--	0
9	:	:	SENT	:	_	--	8

1	so	so	ADV	so	_	MO	13
2	wuͤrde	würde	VAFIN	werden	sg|3|past|subj	--	0
3	ich	ich	PPER	ich	nom|sg|*|1	SB	2
4	doch	doch	ADV	doch	_	MO	13
5	den	den	ART	d	acc|sg|masc	OA	13
6	,	,	$,	,	_	--	5
7	der	der	PRELS	d	nom|sg|masc	SB	10
8	mich	mich	PPER	ich	acc|sg|*|1	OA	10
9	davon	davon	PAV	davon	_	OP	10
10	uͤberzeugte	überzeugte	VVFIN	überzeugen	sg|3|past|ind	RC	5
11	,	,	$,	,	_	--	10
12	ebensosehr	ebensosehr	ADV	ebensosehr	_	MO	13
13	hassen	hassen	VVINF	hassen	_	OC	2
14	als	als	KOKOM	als	_	CM	15
15	den	den	ART	d	acc|sg|masc	CC	1
16	,	,	$,	,	_	--	15
17	der	der	PRELS	d	nom|sg|masc	SB	19
18	sie	sie	PPER	Sie	acc|pl|neut|3	OA	19
19	begangen	begangen	VVPP	begehen	_	RC	15
20	.	.	SENT	.	_	--	19

1	Aber	Aber	KON	aber	_	JU	3
2	ich	ich	PPER	ich	nom|sg|*|1	SB	3
3	komme	komme	VVFIN	kommen	sg|1|pres|ind	--	0
4	gar	gar	ADV	gar	_	MO	5
5	in	in	APPR	in	_	MO	3
6	den	den	ART	d	acc|sg|masc	NK	7
7	Zorn	Zorn	NN	Zorn	acc|sg|masc	NK	5
8	.	.	SENT	.	_	--	7

1	Nein	Nein	PTKANT	nein	_	DM	7
2	,	,	$,	,	_	--	1
3	mein	mein	PPOSAT	mein	nom|sg|masc	NK	4
4	Herr	Herr	NN	Herr	nom|sg|masc	CJ	7
5	,	,	$,	,	_	--	4
6	ich	ich	PPER	ich	nom|sg|*|1	SB	7
7	kenne	kenne	VVFIN	kennen	sg|1|pres|ind	--	0
