

1	II	II	CARD	2	_	--	0
29	sind	sind	VAFIN	sein	pl|3|pres|ind	OC	9
30	;	;	SENT	;	_	--	29

1	so	so	ADV	so	_	MO	7
2	haben	haben	VAFIN	haben	pl|1|pres|ind	--	0
3	wir	wir	PPER	wir	nom|pl|*|1	SB	2
4	keine	keine	PIAT	kein	acc|sg|fem	NK	5
5	Ursache	Ursache	NN	Ursache	acc|sg|fem	OA	7
6	zu	zu	PTKZU	zu	_	PM	7
7	zweifeln	zweifeln	VVINF	zweifeln	_	OC	2
8	,	,	$,	,	_	--	7
9	daß	daß	KOUS	daß	_	CP	29
10	nicht	nicht	PTKNEG	nicht	_	NG	14
11	auch	auch	ADV	auch	_	MO	14
12	alle	alle	PIAT	all	nom|pl|*	NK	3
13	diejenigen	diejenigen	PDAT	derjenige	nom|pl|*	NK	14
14	Planeten	Planeten	NN	Planet	nom|pl|*	SB	29
15	,	,	$,	,	_	--	14
16	womit	womit	PWAVREL	womit	_	MO	20
17	ein	ein	ART	ein	nom|sg|masc	NK	19
18	jeglicher	jeglicher	PIAT	jeglich	nom|sg|masc|pos	NK	19
19	Fixstern	Fixstern	NN	Fixstern	nom|sg|masc	SB	21
20	umgeben	umgeben	VVPP	umgeben	_	PD	21
21	ist	ist	VAFIN	sein	sg|3|pres|ind	RC	14
22	,	,	$,	,	_	--	21
23	ebenfalls	ebenfalls	ADV	ebenfalls	_	MO	27
24	mit	mit	APPR	mit	_	MO	27
25	lebendigen	lebendigen	ADJA	lebendig	dat|pl|masc|pos	NK	26
26	Creaturen	Kreaturen	NN	Kreatur	dat|pl|fem	NK	24
27	angefuͤllt	angefüllt	VVPP	anfüllen	_	PD	28
28	seyn	sein	VAINF	sein	_	OC	29
29	solten	sollten	VMFIN	sollen	pl|3|past|ind	OC	7
30	,	,	$,	,	_	--	29
31	als	als	KOUS	als	_	CM	44
32	wodurch	wodurch	PWAV	wodurch	_	MO	44
33	die	die	ART	d	nom|sg|fem	NK	34
34	Allmacht	Allmacht	NN	Allmacht	nom|sg|fem	SB	44
35	und	und	KON	und	_	CD	34
36	Weisheit	Weisheit	NN	Weisheit	nom|sg|fem	CJ	35
37	des	des	ART	d	gen|sg|masc	NK	38
38	Schoͤpfers	Schöpfers	NN	Schöpfers	gen|sg|masc	AG	34
39	noch	noch	ADV	noch	_	MO	44
40	viel	viel	ADV	viel	_	MO	41
41	deutlicher	deutlicher	ADJD	deutlich	comp	MO	42
42	verherrlichet	verherrlichet	VVPP	verherrlichet	_	OC	43
43	werden	werden	VAINF	werden	_	OC	44
44	muß	muß	VMFIN	müssen	sg|3|pres|ind	CC	1
45	.	.	SENT	.	_	--	44

1	Der	Der	ART	d	nom|sg|masc	NK	2
2	Einwurf	Einwurf	NN	Einwurf	nom|sg|masc	SB	30
3	,	,	$,	,	_	--	2
4	welchen	welchen	PRELS	welch	acc|sg|masc	OA	27
5	man	man	PIS	man	nom|sg|*	SB	12
6	gegen	gegen	APPR	gegen	_	MO	11
7	diese	diese	PDAT	dies	acc|pl|masc	NK	8
8	Planeten	Planeten	NN	Planet	acc|pl|masc	NK	6
9	der	der	ART	d	gen|pl|masc	NK	10
10	Fixsterne	Fixsterne	NN	Fixstern	gen|pl|masc	AG	8
11	machen	machen	VVINF	machen	_	OC	12
12	koͤnnte	könnte	VMFIN	können	sg|3|past|subj	RC	2
13	,	,	$,	,	_	--	12
14	daß	daß	KOUS	daß	_	CP	26
15	man	man	PIS	man	nom|sg|*	SB	26
16	noch	noch	ADV	noch	_	MO	18
17	keinen	keinen	PIAT	kein	acc|sg|masc	NK	18
18	derselben	derselben	PDS	derselbe	acc|sg|masc	SB	26
19	,	,	$,	,	_	--	18
20	auch	auch	ADV	auch	_	MO	21
21	durch	durch	APPR	durch	_	MNR	8
22	die	die	ART	d	acc|pl|fem	NK	24
23	besten	besten	ADJA	best	acc|pl|fem|sup	NK	24
24	Telescopia	Telescopia	NN	Telescopia	acc|sg|fem	NK	21
25	,	,	$,	,	_	--	24
26	habe	habe	VAFIN	haben	sg|3|pres|subj	OC	11
27	wahrnehmen	wahrnehmen	VVINF	wahrnehmen	_	OC	28
28	koͤnnen	können	VMINF	können	_	OC	26
29	,	,	$,	,	_	--	28
30	ist	ist	VAFIN	sein	sg|3|pres|ind	--	0
31	sehr	sehr	ADV	sehr	_	MO	32
32	leicht	leicht	ADJD	leicht	pos	MO	37
33	aus	aus	APPR	aus	_	MO	37
34	dem	dem	ART	d	dat|sg|masc	NK	35
35	Weg	Weg	NN	Weg	dat|sg|masc	NK	33
36	zu	zu	PTKZU	zu	_	PM	37
37	raͤumen	räumen	VVINF	räumen	_	OC	30
38	.	.	SENT	.	_	--	37

1	Weil	Weil	KOUS	weil	_	CP	10
2	der	der	ART	d	nom|sg|masc	NK	3
3	Mercurius	Mercurius	NE	Mercurius	nom|sg|masc	SB	10
4	der	der	ART	d	gen|sg|fem	NK	6
5	naͤchste	nächste	NA	nah	nom|sg|masc|pos	NK	6
6	Planet	Planet	NN	Planet	nom|sg|masc	PD	10
7	an	an	APPR	an	_	MNR	6
8	der	der	ART	d	dat|sg|fem	NK	9
9	Sonne	Sonne	NN	Sonne	dat|sg|fem	NK	7
10	ist	ist	VAFIN	sein	sg|3|pres|ind	RE	12
11	,	,	$,	,	_	--	10
12	so	so	ADV	so	_	MO	13
13	scheinet	scheinet	VVFIN	scheinen	sg|3|pres|ind	--	0
14	er	er	PPER	er	nom|sg|masc|3	SB	13
15	bey	bei	APPR	bei	_	MO	21
16	derselben	derselben	PDS	derselbe	dat|sg|fem	NK	15
17	immer	immer	ADV	immer	_	MO	18
18	so	so	ADV	so	_	MO	19
19	nahe	nahe	ADJD	nahe	pos	MO	21
20	zu	zu	PTKZU	zu	_	PM	21
21	stehen	stehen	VVINF	stehen	_	OC	13
22	,	,	$,	,	_	--	21
23	daß	daß	KOUS	daß	_	CP	27
24	man	man	PIS	man	nom|sg|*	SB	27
25	ihn	ihn	PPER	er	acc|sg|masc|3	OA	48
26	sehr	sehr	ADV	sehr	_	MO	27
27	selten	selten	ADJD	selten	pos	CC	18
28	entweder	entweder	KON	entweder	_	CD	30
29	kurtz	kurz	ADJD	kurz	pos	MO	30
30	vor	vor	APPR	vor	_	MO	27
31	der	der	ART	d	dat|sg|fem	NK	32
32	Sonnen	Sonnen	NN	Sonne	dat|sg|fem	NK	30
33	Aufgang	Aufgang	NN	Aufgang	nom|sg|masc	NK	32
34	,	,	$,	,	_	--	33
35	oder	oder	KON	oder	_	CD	27
36	gleich	gleich	ADV	gleich	_	MO	37
37	nach	nach	APPR	nach	_	CJ	35
38	derselben	derselben	PDAT	derselbe	dat|sg|fem	NK	39
39	Untergang	Untergang	NN	Untergang	dat|sg|masc	NK	37
40	,	,	$,	,	_	--	39
41	und	und	KON	und	_	CD	13
42	das	das	PDS	d	nom|sg|neut	SB	49
43	nur	nur	ADV	nur	_	MO	44
44	auf	auf	APPR	auf	_	MO	48
45	eine	eine	ART	ein	acc|sg|fem	NK	47
46	kleine	kleine	ADJA	klein	acc|sg|fem|pos	NK	47
47	Zeit	Zeit	NN	Zeit	acc|sg|fem	NK	44
48	sehen	sehen	VVINF	sehen	_	OC	49
49	kan	kann	VMFIN	können	sg|3|pres|ind	CJ	41
50	,	,	$,	,	_	--	49
51	indem	indem	KOUS	indem	_	CP	61
52	er	er	PPER	er	nom|sg|masc|3	SB	61
53	sich	sich	PRF	er|es|sie	acc|sg|3	OA	61
54	niemahls	niemals	ADV	niemals	_	MO	56
55	uͤber	über	APPR	über	_	MO	56
56	28	28	CARD	@card@	_	NK	57
57	Grad	Grad	NN	Grad	*|*|neut	MO	58
58	von	von	APPR	von	_	MO	61
59	der	der	ART	d	dat|sg|fem	NK	60
60	Sonne	Sonne	NN	Sonne	dat|sg|fem	NK	58
61	entfernet	entfernet	VVPP	entfernen	_	MO	49
62	.	.	SENT	.	_	--	61

1	Diese	Diese	PDAT	dies	nom|sg|fem	NK	3
2	scheinbare	scheinbare	ADJA	scheinbar	nom|sg|fem|pos	NK	3
3	Entfernung	Entfernung	NN	Entfernung	nom|sg|fem	SB	4
4	beruhet	beruhet	VVFIN	beruhen	sg|3|pres|ind	--	0
5	auf	auf	APPR	auf	_	OP	4
6	der	der	ART	d	dat|sg|fem	NK	7
7	Distantz	Distanz	NN	Distanz	dat|sg|fem	NK	5
8	der	der	ART	d	gen|sg|fem	NK	9
9	Erde	Erde	NN	Erde	gen|sg|fem	AG	7
10	von	von	APPR	von	_	MNR	7
11	der	der	ART	d	dat|sg|fem	NK	12
12	Sonne	Sonne	NN	Sonne	dat|sg|fem	NK	10
13	.	.	SENT	.	_	--	12

1	Waͤren	Wären	VAFIN	sein	pl|1|past|subj	RE	6
2	wir	wir	PPER	wir	nom|pl|*|1	SB	1
3	im	im	APPRART	im	dat|sg|masc	MO	1
