Bergpolizeiverordnung	NN	Bergpolizeiverordnung
Schrift	NN	Schrift
haben	VAINF	haben
.	$.	.
§	NN	§
3	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Soll	NN	Soll
der	ART	die
Betrieb	NN	Betrieb
eines	ART	eine
Bruches	NN	Bruch
eingestellt	VVPP	einstellen
werden	VAFIN	werden
,	$,	,
so	ADV	so
hat	VAFIN	haben
das	PDS	die
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
mindestens	ADV	mindestens
14	CARD	@card@
Tage	NN	Tag
vorher	ADV	vorher
anzuzeigen	VVIZU	anzeigen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Musz	NE	Musz
ein	ART	eine
Betrieb	NN	Betrieb
infolge	APPR	infolge
unvorhergesehener	ADJA	unvorhergesehen
Ereignisse	NN	Ereignis
sofort	ADV	sofort
eingestellt	VVPP	einstellen
werden	VAFIN	werden
,	$,	,
so	ADV	so
ist	VAFIN	sein
die	ART	die
Anzeige	NN	Anzeige
binnen	APPR	binnen
14	CARD	@card@
Tagen	NN	Tag
nachzuholen	VVIZU	nachholen
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Will	NE	Will
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
einen	ART	eine
eingestellten	ADJA	eingestellt
Betrieb	NN	Betrieb
wieder	ADV	wieder
eröffnen	VVFIN	eröffnen
,	$,	,
so	ADV	so
musz	VVFIN	musz
er	PPER	er
davon	PAV	davon
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
vorher	ADV	vorher
Anzeige	NN	Anzeige
machen	VVINF	machen
.	$.	.
Betriebsplan	NN	Betriebsplan
§	NN	§
4	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
must	VVFIN	must
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
auf	APPR	auf
Verlangen	NN	Verlangen
einen	ART	eine
Betriebsplan	NN	Betriebsplan
einreichen	VVINF	einreichen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Erhebt	VVFIN	erheben
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
nicht	PTKNEG	nicht
binnen	APPR	binnen
14	CARD	@card@
Tagen	NN	Tag
gegen	APPR	gegen
den	ART	die
Betriebsplan	NN	Betriebsplan
Einspruch	NN	Einspruch
,	$,	,
so	ADV	so
ist	VAFIN	sein
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
zur	APPRART	zu+die
Ausführung	NN	Ausführung
befugt	VVPP	befugen
.	$.	.
Der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
kann	VMFIN	können
den	ART	die
Betriebsplan	NN	Betriebsplan
unter	APPR	unter
Berücksichtigung	NN	Berücksichtigung
der	ART	die
§	NN	§
196	CARD	@card@
des	ART	die
Allgemeinen	NN	Allgemeine
Berggesetzes	NN	Berggesetzes
vom	APPRART	von+die
24	CARD	@card@
.	$.	.
Juni	NN	Juni
1865	CARD	@card@
festgestellten	ADJA	festgestellt
Gesichtspunkte	NN	Gesichtspunkt
ändern	VVFIN	ändern
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
und	KON	und
der	ART	die
Aufseher	NN	Aufseher
sind	VAFIN	sein
zur	APPRART	zu+die
Einhaltung	NN	Einhaltung
des	ART	die
Betriebsplans	NN	Betriebsplans
verpflichtet	VVPP	verpflichten
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Wird	VAFIN	werden
ein	ART	eine
Betrieb	NN	Betrieb
den	ART	die
Vorschriften	NN	Vorschrift
dieser	PDAT	dies
Bestimmungen	NN	Bestimmung
zuwider	APPO	zuwider
geführt	VVPP	führen
,	$,	,
so	ADV	so
ist	VAFIN	sein
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
befugt	VVPP	befugen
,	$,	,
ihn	PPER	er
nötigenfalls	ADV	nötigenfalls
einzustellen	VVIZU	einstellen
.	$.	.
Betriebsaufsicht	ADJA	Betriebsaufsicht
§	NN	§
5	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Betrieb	NN	Betrieb
eines	ART	eine
Bruches	NN	Bruch
darf	VMFIN	dürfen
nur	ADV	nur
unter	APPR	unter
Leitung	NN	Leitung
,	$,	,
Aufsicht	NN	Aufsicht
und	KON	und
Verantwortlichkeit	NN	Verantwortlichkeit
eines	ART	eine
Aufsehers	NN	Aufseher
geführt	VVPP	führen
werden	VAFIN	werden
,	$,	,
dessen	PRELAT	die
Befähigung	NN	Befähigung
hierzu	PAV	hierzu
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
anerkannt	VVPP	anerkennen
hat	VAFIN	haben
(	$(	(
2	CARD	@card@
)	$(	)
Der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
hat	VAFIN	haben
den	ART	die
von	APPR	von
ihm	PPER	er
angenommenen	ADJA	angenommen
Aufseher	NN	Aufseher
unter	APPR	unter
Angabe	NN	Angabe
seines	PPOSAT	sein
Geschäftskreises	NN	Geschäftskreises
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
namhaft	ADJD	namhaft
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Der	ART	die
Aufseher	NN	Aufseher
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
seine	PPOSAT	sein
Befähigung	NN	Befähigung
zu	APPR	zu
den	ART	die
ihm	PPER	er
zu	PTKZU	zu
übertragenden	ADJA	übertragend
Geschäften	NN	Geschäft
nachtzuweisen	VVFIN	nachtzuweisen
und	KON	und
sich	PRF	sich
zu	APPR	zu
diesem	PDAT	dies
Zwecke	NN	Zweck
auf	PTKVZ	auf
Erfordern	VVFIN	erfordern
einer	ART	eine
Prüfung	NN	Prüfung
durch	APPR	durch
den	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
zu	PTKZU	zu
unterwerfen	VVINF	unterwerfen
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Für	APPR	für
nahe	APPR	nahe
zusammenliegende	ADJA	zusammenliegend
Brüche	NN	Bruch
kann	VMFIN	können
der	ART	die
Bergevierbeamte	NN	Bergevierbeamte
die	ART	die
Bestellung	NN	Bestellung
eines	ART	eine
gemeinsamen	ADJA	gemeinsam
Aufsehers	NN	Aufseher
gestatten	VVINF	gestatten
.	$.	.
(	$(	(
5	CARD	@card@
)	$(	)
Der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
hat	VAFIN	haben
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
die	ART	die
schriftliche	ADJA	schriftlich
Erklärung	NN	Erklärung
des	ART	die
Aufsehers	NN	Aufseher
einzureichen	VVIZU	einreichen
,	$,	,
dasz	VVFIN	dasz
dieser	PDS	diese
die	ART	die
Betriebsleitung	NN	Betriebsleitung
übernommen	VVPP	übernehmen
hat	VAFIN	haben
.	$.	.
(	$(	(
6	CARD	@card@
)	$(	)
Der	ART	die
Aufseher	NN	Aufseher
ist	VAFIN	sein
für	APPR	für
die	ART	die
Befolgung	NN	Befolgung
aller	PIS	alle
im	APPRART	in+die
Gesetz	NN	Gesetz
enthaltenen	ADJA	enthalten
oder	KON	oder
auf	APPR	auf
Grund	NN	Grund
desselben	PDAT	derselb
ergangenen	ADJA	ergangen
Vorschriften	NN	Vorschrift
und	KON	und
Anordnungen	NN	Anordnung
verantwortlich	ADJD	verantwortlich
.	$.	.
§	NN	§
6	CARD	@card@
Wird	VAFIN	werden
der	ART	die
Betrieb	NN	Betrieb
von	APPR	von
jemanden	PIS	jemand
geleitet	ADJD	geleitet
oder	KON	oder
beaufsichtigt	VVFIN	beaufsichtigen
,	$,	,
der	PRELS	die
die	ART	die
erforderliche	ADJA	erforderlich
Befähigung	NN	Befähigung
nicht	PTKNEG	nicht
besitzt	VVFIN	besitzen
oder	KON	oder
wieder	ADV	wieder
verloren	VVPP	verlieren
hat	VAFIN	haben
,	$,	,
so	ADV	so
kann	VMFIN	können
der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
nach	APPR	nach
Anhören	NN	Anhören
der	ART	die
Beteiligten	NN	Beteiligte
dessen	PDAT	die
sofortige	ADJA	sofortig
Entfernung	NN	Entfernung
verlangen	VVFIN	verlangen
und	KON	und
nötigenfalls	ADV	nötigenfalls
den	ART	die
Betrieb	NN	Betrieb
solange	KOUS	solange
einstellen	VVINF	einstellen
,	$,	,
bis	KOUS	bis
ein	ART	eine
als	KOKOM	als
befähigt	VVPP	befähigen
anerkannter	ADJA	anerkannt
Aufseher	NN	Aufseher
angenommen	VVPP	annehmen
ist	VAFIN	sein
.	$.	.
§	NN	§
7	CARD	@card@
Der	ART	die
Aufseher	NN	Aufseher
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
die	ART	die
Bergaufsichtsbeamten	NN	Bergaufsichtsbeamten
,	$,	,
die	PRELS	die
im	APPRART	in+die
Dienste	NN	Dienst
den	ART	die
Bruch	NN	Bruch
befahren	VVPP	befahren
,	$,	,
zu	PTKZU	zu
begleiten	VVINF	begleiten
und	KON	und
ihnen	PPER	sie
Auskunft	NN	Auskunft
über	APPR	über
den	ART	die
Betrieb	NN	Betrieb
zu	PTKZU	zu
geben	VVINF	geben
.	$.	.
§	NN	§
8	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Aufseher	NN	Aufseher
ist	VAFIN	sein
verpflichtet	VVPP	verpflichten
,	$,	,
besondere	ADJA	besonder
Ereignisse	NN	Ereignis
(	$(	(
Wasserdurchbrüche	NN	Wasserdurchbrüche
,	$,	,
Verschüttungen	NN	Verschüttungen
,	$,	,
Brände	NN	Brand
,	$,	,
Entwendung	NN	Entwendung
von	APPR	von
Sprengstoffen	NN	Sprengstoff
usw.	ADV	usw.
)	$(	)
dem	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
unverzüglich	ADJD	unverzüglich
anzuzeigen	VVIZU	anzeigen
,	$,	,
auch	ADV	auch
wenn	KOUS	wenn
Menschen	NN	Mensch
nicht	PTKNEG	nicht
verletzt	VVPP	verletzen
worden	VAPP	werden
sind	VAFIN	sein
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Die	ART	die
Arbeiter	NN	Arbeiter
müssen	VMFIN	müssen
solche	PIAT	solche
Ereignisse	NN	Ereignis
unverzüglich	ADJD	unverzüglich
ihrem	PPOSAT	ihr
Aufseher	NN	Aufseher
melden	VVINF	melden
.	$.	.
Zechenbuch	NN	Zechenbuch
§	NN	§
9	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Der	ART	die
Bergunternehmer	NN	Bergunternehmer
hat	VAFIN	haben
ein	ART	eine
Zechenbuch	NN	Zechenbuch
(	$(	(
§	NN	§
200	CARD	@card@
Abs	NN	Abs
,	$,	,
2	CARD	@card@
ABG	NN	ABG
.	$.	.
)	$(	)
zu	PTKZU	zu
führen	VVINF	führen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
In	APPR	in
das	ART	die
Zechenbuch	NN	Zechenbuch
sind	VAFIN	sein
zur	APPRART	zu+die
Bekanntgabe	NN	Bekanntgabe
an	APPR	an
die	ART	die
Aufseher	NN	Aufseher
aufzunehmen	VVIZU	aufnehmen
a	FM	a
)	$(	)
die	PRELS	die
gesetzlich	ADJD	gesetzlich
und	KON	und
bergpolizeilich	ADJD	bergpolizeilich
vorgeschriebenen	ADJA	vorgeschrieben
Eintragungen	NN	Eintragung
,	$,	,
b	ADJA	b
)	$(	)
Verfügungen	NN	Verfügung
der	ART	die
Bergbehörde	NN	Bergbehörde
auf	APPR	auf
deren	PDAT	die
besondere	ADJA	besonder
Anweisung	NN	Anweisung
.	$.	.
Bekanntmachungen	NN	Bekanntmachung
§	NN	§
10	CARD	@card@
Der	ART	die
Bergunternehmer	NN	Bergunternehmer
must	VVFIN	must
zur	APPRART	zu+die
Bekanntmachung	NN	Bekanntmachung
an	APPR	an
die	ART	die
Belegschaft	NN	Belegschaft
an	APPR	an
geeigneter	ADJA	geeignet
Stelle	NN	Stelle
zum	APPRART	zu+die
Aushang	NN	Aushang
bringen	VVINF	bringen
:	$.	:
a	FM	a
)	$(	)
die	PRELS	die
gesetzlich	ADJD	gesetzlich
und	KON	und
polizeilich	ADJD	polizeilich
vorgeschriebene	ADJA	vorgeschrieben
Bekanntmachungen	NN	Bekanntmachung
,	$,	,
b	ADJA	b
)	$(	)
Verfügungen	NN	Verfügung
der	ART	die
Bergbehörde	NN	Bergbehörde
auf	APPR	auf
deren	PDAT	die
besondere	ADJA	besonder
Anweisung	NN	Anweisung
.	$.	.
§	NN	§
11	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Auf	APPR	auf
dem	ART	die
Bruch	NN	Bruch
ist	VAFIN	sein
an	APPR	an
geeigneter	ADJA	geeignet
Stelle	NN	Stelle
ein	ART	eine
Auszug	NN	Auszug
aus	APPR	aus
dieser	PDAT	dies
Bergpolizeiverordnung	NN	Bergpolizeiverordnung
gut	ADJD	gut
lesbar	ADJD	lesbar
auszuhängen	VVIZU	aushängen
.	$.	.
Der	ART	die
Auszug	NN	Auszug
must	ADJA	must
folgende	ADJA	folgend
Vorschriften	NN	Vorschrift
mit	APPR	mit
den	ART	die
zugehörigen	ADJA	zugehörig
Überschriften	NN	Überschrift
enthalten	VVPP	enthalten
:	$.	:
§§	NN	§§
8	CARD	@card@
,	$,	,
14	CARD	@card@
,	$,	,
15	CARD	@card@
-	$(	-
21	CARD	@card@
,	$,	,
25	CARD	@card@
-	$(	-
31	CARD	@card@
,	$,	,
34	CARD	@card@
,	$,	,
35	CARD	@card@
,	$,	,
36	CARD	@card@
Abs.	NN	Abs.
1	CARD	@card@
u.	KON	und
3	CARD	@card@
,	$,	,
37	CARD	@card@
-	$(	-
41	CARD	@card@
,	$,	,
47	ADJA	@card@
,	$,	,
48	ADJA	@card@
,	$,	,
52	ADJA	@card@
,	$,	,
55	ADJA	@card@
,	$,	,
59	ADJA	@card@
,	$,	,
66	ADJA	@card@
Abs.	NN	Abs.
1	CARD	@card@
,	$,	,
2	CARD	@card@
,	$,	,
4	CARD	@card@
,	$,	,
5	CARD	@card@
u.	KON	und
7	CARD	@card@
,	$,	,
67	CARD	@card@
Abs.	NN	Abs.
1	CARD	@card@
,	$,	,
2	CARD	@card@
u.	KON	und
4	CARD	@card@
,	$,	,
68	CARD	@card@
-	$(	-
71	CARD	@card@
,	$,	,
74	CARD	@card@
,	$,	,
76	CARD	@card@
-	$(	-
92	CARD	@card@
,	$,	,
94	CARD	@card@
.	$.	.
Auszerdem	NN	Auszerdem
musz	VVFIN	musz
er	PPER	er
einem	ART	eine
Abdruck	NN	Abdruck
der	ART	die
§§	NN	§§
8	CARD	@card@
und	KON	und
9	CARD	@card@
des	ART	die
Gesetzes	NN	Gesetz
gegen	APPR	gegen
den	ART	die
verbrecherischen	ADJA	verbrecherisch
und	KON	und
gemeingefährlichen	ADJA	gemeingefährlich
Gebrauch	NN	Gebrauch
von	APPR	von
Sprengstoffen	NN	Sprengstoff
vom	APPRART	von+die
9	CARD	@card@
.	$.	.
Juni	NN	Juni
1884	CARD	@card@
enthalten	VVPP	enthalten
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Den	ART	die
Aufsehern	NN	Aufseher
ist	VAFIN	sein
ein	ART	eine
Abdruck	NN	Abdruck
der	ART	die
ganzen	ADJA	ganz
Bergpolizeiverordnung	NN	Bergpolizeiverordnung
gegen	APPR	gegen
Empfangsbescheinigung	NN	Empfangsbescheinigung
auszuhändigen	VVIZU	aushändigen
.	$.	.
Grubenbilder	NN	Grubenbilder
§	NN	§
12	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Auf	APPR	auf
Verlangen	NN	Verlangen
des	ART	die
Bergrevierbeamten	NN	Bergrevierbeamten
musz	NE	musz
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
auf	APPR	auf
eigene	ADJA	eigen
Kosten	NN	Kosten
ein	ART	eine
Grubenbild	NN	Grubenbild
in	APPR	in
doppelter	ADJA	doppelt
Ausfertigung	NN	Ausfertigung
durch	APPR	durch
einen	ART	eine
konzessionierten	ADJA	konzessioniert
Markscheider	NN	Markscheider
anfertigen	VVINF	anfertigen
und	KON	und
in	APPR	in
bestimmten	ADJA	bestimmt
Zeitabständen	NN	Zeitabstand
nachtragen	VVINF	nachtragen
lassen	VVFIN	lassen
;	$.	;
für	APPR	für
oberirdische	ADJA	oberirdisch
Betriebe	NN	Betrieb
kann	VMFIN	können
das	PDS	die
auch	ADV	auch
durch	APPR	durch
einen	ART	eine
vereideten	ADJA	vereideten
Landmesser	NN	Landmesser
geschehen	VVPP	geschehen
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Eine	ART	eine
Ausfertigung	NN	Ausfertigung
des	ART	die
Grubenbildes	NN	Grubenbildes
erhält	VVFIN	erhalten
der	ART	die
Bergevierbeamte	NN	Bergevierbeamte
,	$,	,
die	PRELS	die
andere	PIS	andere
hat	VAFIN	haben
der	ART	die
Betriebsunternehmer	NN	Betriebsunternehmer
aufzubewahren	VVIZU	aufbewahren
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Für	APPR	für
benachbarte	ADJA	benachbart
Brüche	NN	Bruch
genügt	VVFIN	genügen
ein	ART	eine
gemeinschaftliches	ADJA	gemeinschaftlich
Grubenbild	NN	Grubenbild
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Wird	VAFIN	werden
der	ART	die
Betrieb	NN	Betrieb
eingestellt	VVPP	einstellen
,	$,	,
so	ADV	so
ist	VAFIN	sein
das	ART	die
Grubenbild	NN	Grubenbild
vollständig	ADJD	vollständig
nachzutragen	VVIZU	nachtragen
.	$.	.
Sicherung	NN	Sicherung
des	ART	die
Verkehrs	NN	Verkehr
§	NN	§
13	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Alle	PIAT	alle
Tagebaue	NN	Tagebau
sind	VAFIN	sein
,	$,	,
wenn	KOUS	wenn
sie	PPER	sie
die	ART	die
persönliche	ADJA	persönlich
Sicherheit	NN	Sicherheit
oder	KON	oder
den	ART	die
öffentlichen	ADJA	öffentlich
Verkehr	NN	Verkehr
gefährden	VVFIN	gefährden
,	$,	,
ohne	KOUI	ohne
Rücksicht	NN	Rücksicht
darauf	PAV	darauf
,	$,	,
ob	KOUS	ob
sie	PPER	sie
noch	ADV	noch
betrieben	VVPP	betreiben
werden	VAFIN	werden
oder	KON	oder
nicht	PTKNEG	nicht
,	$,	,
so	ADV	so
zu	PTKZU	zu
umfriedigen	VVINF	umfriedigen
oder	KON	oder
abzusperren	VVIZU	absperren
,	$,	,
dasz	VVFIN	dasz
auch	ADV	auch
bei	APPR	bei
Dunkelheit	NN	Dunkelheit
niemand	PIS	niemand
ohne	APPR	ohne
eigenes	ADJA	eigen
Verschulden	NN	Verschulden
abstürzen	VVINF	abstürzen
kann	VMFIN	können
.	$.	.
Die	ART	die
Absperrungen	NN	Absperrung
müssen	VMFIN	müssen
wenigstens	ADV	wenigstens
1	CARD	@card@
m	NN	m
vom	APPRART	von+die
Rande	NN	Rand
des	ART	die
Tagebaues	NN	Tagebaues
entfernt	VVPP	entfernen
sein	VAINF	sein
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
In	APPR	in
derselben	PDAT	dieselb
Wise	NN	Wise
sind	VAFIN	sein
zu	APPR	zu
Tage	NN	Tag
ausgehende	ADJA	ausgehend
Öffnungen	NN	Öffnung
alter	ADJA	alt
verlassener	ADJA	verlassen
unterirdischer	ADJA	unterirdisch
Brüche	NN	Bruch
und	KON	und
die	ART	die
durch	APPR	durch
den	ART	die
unterirdischen	ADJA	unterirdisch
Betrieb	NN	Betrieb
verursachten	ADJA	verursacht
Tagebrüche	NN	Tagebrüche
abzusperren	VVIZU	absperren
.	$.	.
(	$(	(
3	CARD	@card@
)	$(	)
Zum	APPRART	zu+die
Absperren	NN	Absperren
verlassener	ADJA	verlassen
Brüche	NN	Bruch
und	KON	und
zur	APPRART	zu+die
dauernden	ADJA	dauernd
Unterhaltung	NN	Unterhaltung
dieser	PDAT	dies
Absperrung	NN	Absperrung
ist	VAFIN	sein
der	ART	die
Eigentümer	NN	Eigentümer
verpflichtet	VVPP	verpflichten
.	$.	.
(	$(	(
4	CARD	@card@
)	$(	)
Die	ART	die
Oberkante	NN	Oberkante
der	ART	die
Tagebaue	NN	Tagebau
musz	NE	musz
von	APPR	von
bebauten	ADJA	bebaut
Nachbargrundstücken	NN	Nachbargrundstück
und	KON	und
vom	APPRART	von+die
Grabenrande	NN	Grabenrande
öffentlicher	ADJA	öffentlich
Wege	NN	Weg
mindestens	ADV	mindestens
3	CARD	@card@
m	NN	m
entfernt	ADJD	entfernt
bleiben	VVFIN	bleiben
.	$.	.
Der	ART	die
Bergrevierbeamte	NN	Bergrevierbeamte
kann	VMFIN	können
Ausnahmen	NN	Ausnahme
zulassen	VVINF	zulassen
.	$.	.
Betreten	VVFIN	betreten
er	PPER	er
Betriebe	NN	Betrieb
§	NN	§
14	CARD	@card@
(	$(	(
1	CARD	@card@
)	$(	)
Unbefugten	NN	Unbefugte
ist	VAFIN	sein
das	ART	die
Betreten	NN	Betreten
eines	ART	eine
Trasz	NE	Trasz
=	$(	=
,	$,	,
Basaltlava	NN	Basaltlava
=	$(	=
oder	KON	oder
Dachschieferbruches	NN	Dachschieferbruches
sowie	KON	sowie
der	ART	die
zugehörigen	ADJA	zugehörig
Anlagen	NN	Anlage
,	$,	,
Wege	NN	Weg
und	KON	und
Halden	NN	Halde
verboten	VVPP	verbieten
.	$.	.
(	$(	(
2	CARD	@card@
)	$(	)
Das	ART	die
Verbot	NN	Verbot
ist	VAFIN	sein
unter	APPR	unter
Hinweis	NN	Hinweis
auf	APPR	auf
diese	PDAT	dies
Bergpolizeiverordnung	NN	Bergpolizeiverordnung
an	APPR	an
den	ART	die
Zugängen	NN	Zugang
bekannt	ADJD	bekannt
zu	PTKZU	zu
machen	VVINF	machen
.	$.	.
Abschnitt	VVFIN	abschneiden
2	CARD	@card@
Vorrichtung	NN	Vorrichtung
und	KON	und
Abbau	NN	Abbau
Betriebe	NN	Betrieb
über	APPR	über
Tage	NN	Tag
§	NN	§
15	CARD	@card@
Das	ART	die
Loslösen	NN	Loslösen
der	ART	die
Massen	NN	Masse
mit	PTKVZ	mit
oder	KON	oder
ohne	APPR	ohne
Sprengarbeit	NN	Sprengarbeit
ist	VAFIN	sein
nur	ADV	nur
bei	APPR	bei
vollem	ADJA	voll
Tageslicht	NN	Tageslicht
oder	KON	oder
guter	ADJA	gut
künstlicher	ADJA	künstlich
Beleuchtung	NN	Beleuchtung
gestattet	VVPP	gestatten|statten
.	$.	.
§	NN	§
16	CARD	@card@
Die	ART	die
Böschung	NN	Böschung
,	$,	,
Höhe	NN	Höhe
und	KON	und
Breite	NN	Breite
der	ART	die
Abraum	NN	Abraum
=	$(	=
und	KON	und
Abbaustrossen	NN	Abbaustrossen
sind	VAFIN	sein
so	ADV	so
einzurichten	VVIZU	einrichten
,	$,	,
dasz	NE	dasz
die	ART	die
Oberfläche	NN	Oberfläche
geschützt	VVPP	schützen
