Fast	ADV	fast
welchem	PRELS	welche
dieses	PDAT	dies
Samenkorn	NN	Samenkorn
keimt	VVFIN	keimen
,	$,	,
trotz	APPR	trotz
der	ART	die
Ungunst	NN	Ungunst
des	ART	die
Climas	NN	Climas
,	$,	,
so	ADV	so
lange	ADV	lange
der	ART	die
Keim	NN	Keim
sich	PRF	sich
überhaupt	ADV	überhaupt
zu	PTKZU	zu
entwickeln	VVINF	entwickeln
vermag	VVFIN	vermag
,	$,	,
doch	KON	doch
zu	APPR	zu
einem	ART	eine
architektonischen	ADJA	architektonisch
Kunstwerke	NN	Kunstwerk
zu	PTKZU	zu
entfalten	VVINF	entfalten
–	$(	-
die	ART	die
verkümmerste	ADJA	verkümmerste
Pflanze	NN	Pflanze
so	ADV	so
lange	ADV	lange
sie	PPER	sie
lebt	VVFIN	leben
,	$,	,
zeugt	VVFIN	zeugen
noch	ADV	noch
von	APPR	von
dem	ART	die
ihr	PPOSAT	ihr
eingebornen	ADJA	eingebornen
,	$,	,
gottgegebenen	ADJA	gottgegeben
Wuchsgesetze	NN	Wuchsgesetze
,	$,	,
streckt	VVFIN	strecken
sich	PRF	sich
noch	ADV	noch
dem	ART	die
himmlischen	ADJA	himmlisch
Lichte	NN	Licht
und	KON	und
den	ART	die
himmlischen	ADJA	himmlisch
Lüften	NN	Luft|Lüften
entgegen	PTKVZ	entgegen
.	$.	.
Von	APPR	von
Hause	NN	Haus
aus	APZR	aus
ist	VAFIN	sein
jede	PIAT	jede
Persönlichkeit	NN	Persönlichkeit
eine	ART	eine
kunstmächtige	ADJA	kunstmächtige
Energie	NN	Energie
,	$,	,
die	PRELS	die
bestrebt	ADJD	bestrebt
ist	VAFIN	sein
,	$,	,
sich	PRF	sich
uns	PRF	wir
in	APPR	in
ihrer	PPOSAT	ihr
Eigenheit	NN	Eigenheit
und	KON	und
Herrlichkeit	NN	Herrlichkeit
zu	PTKZU	zu
offenbaren	VVINF	offenbaren
;	$.	;
–	$(	-
aber	ADV	aber
offenbaren	VVFIN	offenbaren
,	$,	,
aus	APPR	aus
der	PRELS	die
ihr	PPER	ihr
ursprünglich	ADJD	ursprünglich
anhaftenden	ADJA	anhaftend
Unsichtbarkeit	NN	Unsichtbarkeit
selbst	ADV	selbst
heraustreten	VVINF	heraustreten
,	$,	,
muß	VMFIN	müssen
diese	PDAT	dies
Energie	NN	Energie
der	ART	die
Person	NN	Person
erst	ADV	erst
,	$,	,
wenn	KOUS	wenn
wir	PPER	wir
sie	PPER	sie
wahrnehmen	VVINF	wahrnehmen
sollen	VMFIN	sollen
,	$,	,
und	KON	und
nur	ADV	nur
so	ADV	so
weit	ADJD	weit
sie	PPER	sie
es	PPER	es
thut	NN	thut
,	$,	,
wird	VAFIN	werden
sie	PPER	sie
uns	PRF	wir
sichtbar	ADJD	sichtbar
und	KON	und
erkennbar	ADJD	erkennbar
–	$(	-
und	KON	und
sie	PPER	sie
wird	VAFIN	werden
dies	PDS	dies
vermöge	APPR	vermöge
der	ART	die
Negation	NN	Negation
,	$,	,
die	PRELS	die
als	KOKOM	als
Schranke	NN	Schranke
jedem	PIAT	jede
geschaffenen	ADJA	geschafft
Wesen	NN	Wesen
anhängt	VVFIN	anhängen
,	$,	,
nie	ADV	nie
vollkommen	ADJD	vollkommen
.	$.	.
Was	PWS	was
aber	ADV	aber
dem	ART	die
Menschen	NN	Mensch
die	ART	die
Fähigkeit	NN	Fähigkeit
sich	PRF	sich
zu	PTKZU	zu
erschließen	VVINF	erschließen
,	$,	,
zu	PTKZU	zu
offenbaren	VVINF	offenbaren
,	$,	,
in	APPR	in
die	ART	die
Welt	NN	Welt
der	ART	die
Sichtbarkeit	NN	Sichtbarkeit
einzutreten	VVIZU	eintreten
,	$,	,
in	APPR	in
weit	ADJD	weit
höherem	ADJA	hoch
Grade	NN	Grad
möglich	ADJD	möglich
macht	VVFIN	machen
,	$,	,
als	KOUS	als
(	$(	(
mit	APPR	mit
Ausnahme	NN	Ausnahme
Gottes	NN	Gott
selbst	ADV	selbst
)	$(	)
allen	PIAT	alle
andern	PIAT	andere
Wesen	NN	Wesen
möglich	ADJD	möglich
ist	VAFIN	sein
,	$,	,
das	PDS	die
ist	VAFIN	sein
die	ART	die
Sprache	NN	Sprache
,	$,	,
durch	APPR	durch
welche	PRELS	welche
allein	ADV	allein
die	ART	die
Wunderwelt	NN	Wunderwelt
,	$,	,
die	PRELS	die
in	APPR	in
dem	ART	die
Innern	NN	Innere
jedes	PIAT	jede
Menschen	NN	Mensch
erblüht	VVPP	erblühen
,	$,	,
aufgeschloßen	VVPP	aufgeschloßen
werden	VAINF	werden
kann	VMFIN	können
.	$.	.
Oder	KON	oder
trägt	VVFIN	tragen
etwa	ADV	etwa
nicht	PTKNEG	nicht
jeder	PIAT	jede
Mensch	NN	Mensch
,	$,	,
auch	ADV	auch
der	ART	die
geringste	ADJA	gering
,	$,	,
eine	ART	eine
ganze	ADJA	ganz
Welt	NN	Welt
der	ART	die
Wunder	NN	Wunder
in	APPR	in
sich	PRF	sich
?	$.	?
Ist	VAFIN	sein
nicht	PTKNEG	nicht
jeder	PIAT	jede
Gedanke	NN	Gedanke
,	$,	,
der	PRELS	die
sich	PRF	sich
in	APPR	in
dem	ART	die
Inneren	NN	Innere
eines	ART	eine
Menschen	NN	Mensch
sei	VAFIN	sein
es	PPER	es
:	$.	:
ursprünglich	ADJD	ursprünglich
bildet	VVFIN	bilden
,	$,	,
sei	VAFIN	sein
es	PPER	es
:	$.	:
sich	PRF	sich
nur	ADV	nur
von	APPR	von
Neuem	NN	Neue
in	APPR	in
eigenthümlicher	ADJA	eigenthümlicher
Weise	NN	Weise
abspiegelt	VVFIN	abspiegelt
,	$,	,
ein	ART	eine
Wunder	NN	Wunder
?	$.	?
ein	ART	eine
größeres	ADJA	groß
,	$,	,
unerklärlicheres	ADJA	unerklärlicheres
Wunder	NN	Wunder
als	KOKOM	als
die	ART	die
Verwandlung	NN	Verwandlung
von	APPR	von
Waßer	NN	Waßer
in	APPR	in
Wein	NN	Wein
?	$.	?
Ist	VAFIN	sein
nicht	PTKNEG	nicht
der	ART	die
Gedanke	NN	Gedanke
:	$.	:
Wunder	NN	Wunder
leugnen	VVINF	leugnen
zu	PTKZU	zu
wollen	VMINF	wollen
,	$,	,
selbst	ADV	selbst
ein	ART	eine
Wunder	NN	Wunder
,	$,	,
was	PRELS	was
in	APPR	in
seinem	PPOSAT	sein
innersten	ADJA	inner
Vorgange	NN	Vorgange
kein	PIAT	keine
Mensch	NN	Mensch
erklären	VVINF	erklären
kann	VMFIN	können
.	$.	.
Dieselbe	PDAT	dieselb
Energie	NN	Energie
der	ART	die
Persönlichkeit	NN	Persönlichkeit
aber	ADV	aber
,	$,	,
die	PRELS	die
den	ART	die
Körper	NN	Körper
des	ART	die
Menschen	NN	Mensch
zu	APPR	zu
einem	ART	eine
eigenthümlichen	ADJA	eigenthümlichen
–	$(	-
wenn	KOUS	wenn
auch	ADV	auch
im	APPRART	in+die
einzelnen	ADJA	einzeln
Falle	NN	Falle
mit	APPR	mit
noch	ADV	noch
so	ADV	so
großen	ADJA	groß
Mängeln	NN	Mangel
behafteten	ADJA	behaftet
,	$,	,
Wunderbau	NN	Wunderbau
ausführt	VVFIN	ausführen
–	$(	-
wirkt	VVFIN	wirken
auch	ADV	auch
in	APPR	in
seinem	PPOSAT	sein
Inneren	NN	Innere
,	$,	,
–	$(	-
und	KON	und
das	ART	die
Mittel	NN	Mittel
der	ART	die
Aufschließung	NN	Aufschließung
und	KON	und
Darstellung	NN	Darstellung
dieses	PDAT	dies
Inneren	NN	Innere
,	$,	,
die	ART	die
Sprache	NN	Sprache
,	$,	,
ist	VAFIN	sein
selbst	ADV	selbst
–	$(	-
wie	KOKOM	wie
verschieden	VVPP	verscheiden
,	$,	,
wie	KOKOM	wie
mangelhaft	ADJD	mangelhaft
auch	ADV	auch
im	APPRART	in+die
einzelnen	ADJA	einzeln
Falle	NN	Falle
ihre	PPOSAT	ihr
Bildung	NN	Bildung
gerathen	VVINF	gerathen
mag	VMFIN	mögen
–	$(	-
doch	KON	doch
immer	ADV	immer
ein	ART	eine
Kunstwerk	NN	Kunstwerk
,	$,	,
ein	ART	eine
Wunderbau	NN	Wunderbau
–	$(	-
ohne	APPR	ohne
welche	PIAT	welche
Eigenschaft	NN	Eigenschaft
sie	PPER	sie
auch	ADV	auch
nie	ADV	nie
das	ART	die
Kunstwerk	NN	Kunstwerk
des	ART	die
Inneren	NN	Innere
eines	ART	eine
Menschen	NN	Mensch
abzubilden	VVIZU	abbilden
und	KON	und
zur	APPRART	zu+die
Anschauung	NN	Anschauung
zu	PTKZU	zu
bringen	VVINF	bringen
vermöchte	VVFIN	vermöchte
.	$.	.
Wie	KOUS	wie
in	APPR	in
dem	ART	die
Leibe	NN	Leib
der	ART	die
zartesten	ADJA	zart
,	$,	,
einfachsten	ADJA	einfach
Pflanze	NN	Pflanze
,	$,	,
des	ART	die
ärmlichst	ADJD	ärmlichst
ausgestatteten	ADJA	ausgestattet
Thieres	NN	Thieres
sich	PRF	sich
die	ART	die
Elemente	NN	Element
zu	APPR	zu
den	ART	die
mannichfachsten	ADJA	mannichfachsten
,	$,	,
in	APPR	in
einander	PRF	einander
greifenden	ADJA	greifend
,	$,	,
einander	PRF	einander
bedingenden	ADJA	bedingend
und	KON	und
tragenden	ADJA	tragend
Organen	NN	Organ
gestalten	VVINF	gestalten
und	KON	und
verknüpfen	VVFIN	verknüpfen
,	$,	,
so	ADV	so
ist	VAFIN	sein
es	PPER	es
auch	ADV	auch
in	APPR	in
der	ART	die
ärmsten	ADJA	arm
menschlichen	ADJA	menschlich
Sprache	NN	Sprache
–	$(	-
sie	PPER	sie
bildet	VVFIN	bilden
ein	ART	eine
Ganzes	NN	Ganze
von	APPR	von
so	ADV	so
riech	VVIMP	riechen
verschlungenen	ADJA	verschlungen
und	KON	und
doch	ADV	doch
überall	ADV	überall
so	ADV	so
tiefsinnig	ADJD	tiefsinnig
bemeßenen	ADJA	bemeßenen
Gliedern	NN	Glied|Gliedern
,	$,	,
daß	KOUS	dass
sie	PPER	sie
nicht	PTKNEG	nicht
nur	ADV	nur
in	APPR	in
ihrer	PPOSAT	ihr
Totalität	NN	Totalität
die	ART	die
schönste	ADJA	schön
Architectur	NN	Architectur
darstellt	VVFIN	darstellen
,	$,	,
sondern	KON	sondern
auch	ADV	auch
in	APPR	in
jedem	PIAT	jede
geringsten	ADJA	gering
Theile	NE	Theile
ihr	PPOSAT	ihr
Ganzes	NN	Ganze
voraussetzt	VVFIN	voraussetzen
.	$.	.
Niemand	PIS	niemand
kann	VMFIN	können
ein	ART	eine
einziges	ADJA	einzig
deutsches	ADJA	deutsch
Wort	NN	Wort
,	$,	,
die	ART	die
kleinste	ADJA	klein
deutsche	ADJA	deutsch
Redensart	NN	Redensart
sinnvoll	ADJD	sinnvoll
aussprechen	VVFIN	aussprechen
,	$,	,
ohne	APPR	ohne
daß	KOUS	dass
dies	PDS	dies
eine	ART	eine
Wort	NN	Wort
,	$,	,
ohne	APPR	ohne
daß	KOUS	dass
diese	PDAT	dies
kleine	ADJA	klein
Redensart	NN	Redensart
,	$,	,
etwa	ADV	etwa
daß	KOUS	dass
wir	PPER	wir
einander	PRF	einander
guten	ADJA	gut
Morgen	NN	Morgen
oder	KON	oder
guten	ADJA	gut
Abend	NN	Abend
bieten	VVFIN	bieten
,	$,	,
die	ART	die
ganze	ADJA	ganz
Sprache	NN	Sprache
und	KON	und
deren	PDAT	die
ganze	ADJA	ganz
Geschichte	NN	Geschichte
zur	APPRART	zu+die
Voraussetzung	NN	Voraussetzung
hat	VAFIN	haben
.	$.	.
Doch	KON	doch
daß	KOUS	dass
wir	PPER	wir
uns	PRF	wir
nicht	PTKNEG	nicht
verlaufen	VVFIN	verlaufen
in	APPR	in
Allgemeinheiten	NN	Allgemeinheit
,	$,	,
kehren	VVFIN	kehren
wir	PPER	wir
einen	ART	eine
Augenblick	NN	Augenblick
zu	APPR	zu
unserem	PPOSAT	unser
Ausgangspunkte	NN	Ausgangspunkt
zurück	PTKVZ	zurück
!	$.	!
Der	ART	die
Mensch	NN	Mensch
ist	VAFIN	sein
unsichtbar	ADJD	unsichtbar
wie	KOKOM	wie
Gott	NN	Gott
–	$(	-
sein	PPOSAT	sein
Leib	NN	Leib
und	KON	und
dessen	PDAT	die
Bewegung	NN	Bewegung
offenbart	VVFIN	offenbaren
uns	PPER	wir
vollkommen	ADJD	vollkommen
ein	ART	eine
Stück	NN	Stück
seines	PPOSAT	sein
Wesens	NN	Wesen
,	$,	,
aber	KON	aber
nur	ADV	nur
wie	KOKOM	wie
Pflanze	NN	Pflanze
und	KON	und
Thier	NN	Thier
auch	ADV	auch
sich	PRF	sich
uns	PPER	wir
offenbaren	VVINF	offenbaren
–	$(	-
eine	ART	eine
vollkommenere	ADJA	vollkommen
Offenbarung	NN	Offenbarung
(	$(	(
zuweilen	ADV	zuweilen
und	KON	und
in	APPR	in
ganz	ADV	ganz
einzelnen	ADJA	einzeln
Fällen	NN	Fall|Fällen
freilich	ADV	freilich
auch	ADV	auch
eine	ART	eine
absichtlich	ADJD	absichtlich
gefälschte	ADJA	gefälscht
Offenbarung	NN	Offenbarung
)	$(	)
wird	VAFIN	werden
uns	PPER	wir
über	APPR	über
ihn	PPER	er
erst	ADV	erst
durch	APPR	durch
das	ART	die
Mittel	NN	Mittel
,	$,	,
wodurch	PWAV	wodurch
der	ART	die
Leib	NN	Leib
das	ART	die
in	APPR	in
ihm	PPER	er
beschloßene	ADJA	beschloßene
unsichtbare	ADJA	unsichtbar
Wesen	NN	Wesen
erschließt	VVFIN	erschließen
,	$,	,
durch	APPR	durch
die	ART	die
Sprache	NN	Sprache
.	$.	.
Die	ART	die
Sprache	NN	Sprache
ist	VAFIN	sein
das	ART	die
erste	ADJA	erst
Kunstwerk	NN	Kunstwerk
,	$,	,
was	PRELS	was
der	ART	die
zum	APPRART	zu+die
Bewußtsein	NN	Bewusstsein
kommende	ADJA	kommend
Mensch	NN	Mensch
schafft	VVFIN	schaffen
oder	KON	oder
nachschafft	VVFIN	nachschafft
,	$,	,
und	KON	und
zugleich	ADV	zugleich
das	ART	die
erste	ADJA	erst
Kunstmittel	NN	Kunstmittel
,	$,	,
was	PRELS	was
er	PPER	er
gewinnt	VVFIN	gewinnen
zu	APPR	zu
weiteren	ADJA	weit
Kunstschöpfungen	NN	Kunstschöpfungen
,	$,	,
und	KON	und
es	PPER	es
ist	VAFIN	sein
ein	ART	eine
bedeutender	ADJA	bedeutend
Fortschritt	NN	Fortschritt
in	APPR	in
der	ART	die
Erkenntniss	NN	Erkenntniss
des	ART	die
Menschen	NN	Mensch
,	$,	,
ein	ART	eine
Fortschritt	NN	Fortschritt
der	ART	die
noch	ADV	noch
viele	PIS	viele
,	$,	,
viele	PIAT	viele
andere	PIS	andere
auf	APPR	auf
Gebieten	NN	Gebiet
,	$,	,
wo	PWAV	wo
man	PIS	man
es	PPER	es
jetzt	ADV	jetzt
kaum	ADV	kaum
ahnt	VVFIN	ahnen
,	$,	,
nach	APPR	nach
sich	PRF	sich
ziehen	VVINF	ziehen
wird	VAFIN	werden
,	$,	,
daß	KOUS	dass
man	PIS	man
jetzt	ADV	jetzt
Sprachen	NN	Sprache
lernt	VVFIN	lernen
nicht	PTKNEG	nicht
bloß	ADJD	bloß
,	$,	,
um	KOUI	um
sich	PRF	sich
den	ART	die
Gedankeninhalt	NN	Gedankeninhalt
,	$,	,
den	PRELS	die
sie	PPER	sie
offenbaren	VVFIN	offenbaren
,	$,	,
anzueignen	VVIZU	aneignen
,	$,	,
sondern	KON	sondern
zugleich	ADV	zugleich
um	APPR	um
sie	PPER	sie
selbst	ADV	selbst
als	KOKOM	als
herrliche	ADJA	herrlich
,	$,	,
architectonische	ADJA	architectonische
Geisteswerke	NN	Geisteswerke
kennen	VVINF	kennen
zu	PTKZU	zu
lernen	VVINF	lernen
und	KON	und
sich	PRF	sich
an	APPR	an
ihrer	PPOSAT	ihr
Kunstschönheit	NN	Kunstschönheit
zu	PTKZU	zu
erfreuen	VVINF	erfreuen
.	$.	.
Hierbei	PAV	hierbei
scheint	VVFIN	scheinen
mir	PPER	ich
aber	ADV	aber
durch	APPR	durch
Generalisiren	NN	Generalisiren
ein	ART	eine
Fehlgriff	NN	Fehlgriff
bisher	ADV	bisher
gemacht	VVPP	machen
zu	PTKZU	zu
sein	VAINF	sein
.	$.	.
Allerdings	ADV	allerdings
ist	VAFIN	sein
nicht	PTKNEG	nicht
zu	PTKZU	zu
leugnen	VVINF	leugnen
,	$,	,
daß	KOUS	dass
es	PPER	es
einzelne	ADJA	einzeln
,	$,	,
ärmlich	ADJD	ärmlich
begabte	ADJA	begabt
Völker	NN	Volk
gegeben	VVPP	geben
hat	VAFIN	haben
,	$,	,
deren	PRELAT	die
Sprachen	NN	Sprache
nichts	PIS	nichts
sind	VAFIN	sein
als	KOKOM	als
Wortaggregate	NN	Wortaggregate
;	$.	;
aber	KON	aber
selbst	ADV	selbst
bei	APPR	bei
diesen	PDAT	dies
wird	VAFIN	werden
dann	ADV	dann
neben	APPR	neben
der	ART	die
schreibbaren	ADJA	schreibbaren
Sprache	NN	Sprache
eine	ART	eine
zweite	ADJA	zweit
in	APPR	in
Betonung	NN	Betonung
,	$,	,
Accent	NN	Accent
und	KON	und
Modulation	NN	Modulation
bestehende	ADJA	bestehend
immer	ADV	immer
nebenher	ADV	nebenher
laufen	VVFIN	laufen
,	$,	,
welche	PRELS	welche
Sätze	NN	Satz
doch	ADV	doch
zugleich	ADV	zugleich
mit	APPR	mit
den	ART	die
Wörtern	NN	Wort
entstehen	VVINF	entstehen
läßt	VVFIN	lassen
.	$.	.
Je	ADV	je
tiefer	ADJD	tief
man	PIS	man
in	APPR	in
das	ART	die
psychologische	ADJA	psychologisch
Moment	NN	Moment
der	ART	die
Sprache	NN	Sprache
eindringt	VVFIN	eindringen
,	$,	,
je	ADV	je
deutlicher	ADJD	deutlich
wird	VAFIN	werden
dies	PDS	dies
entgegen	ADV	entgegen
treten	VVFIN	treten
,	$,	,
daß	KOUS	dass
die	ART	die
Sprache	NN	Sprache
nicht	PTKNEG	nicht
mit	APPR	mit
dem	ART	die
Worte	NN	Wort
anfängt	VVFIN	anfangen
,	$,	,
sondern	KON	sondern
mit	APPR	mit
dem	ART	die
Satz	NN	Satz
e	VVFIN	e
,	$,	,
welcher	PRELS	welche
die	ART	die
kleinste	ADJA	klein
noch	KON	noch
selbstständige	ADJA	selbständig
,	$,	,
lebendige	ADJA	lebendig
Einheit	NN	Einheit
der	ART	die
Sprache	NN	Sprache
bildet	VVFIN	bilden
.	$.	.
So	ADV	so
wie	KOKOM	wie
Völker	NN	Volk
schon	ADV	schon
lange	ADJA	lang
Zeit	NN	Zeit
sprachen	VVFIN	sprechen
,	$,	,
ehe	KOUS	ehe
sie	PPER	sie
die	ART	die
Vorstellung	NN	Vorstellung
einzelner	ADJA	einzeln
Buchstaben	NN	Buchstabe
faßten	VVFIN	fassen
;	$.	;
so	ADV	so
wie	KOKOM	wie
unsere	PPOSAT	unser
Kinder	NN	Kind
schon	ADV	schon
lange	ADV	lange
sprechen	VVFIN	sprechen
,	$,	,
ehe	KOUS	ehe
sie	PPER	sie
ein	ART	eine
Bewustsein	NN	Bewustsein
darüber	PAV	darüber
erhalten	VVINF	erhalten
,	$,	,
daß	KOUS	dass
das	PDS	die
,	$,	,
was	PWS	was
sie	PPER	sie
sprechen	VVFIN	sprechen
,	$,	,
aus	APPR	aus
einzelnen	ADJA	einzeln
Wörtern	NN	Wort
,	$,	,
noch	ADV	noch
länger	ADJD	lang
ehe	KOUS	ehe
sie	PPER	sie
ein	ART	eine
Bewustsein	NN	Bewustsein
darüber	PAV	darüber
erhalten	VVINF	erhalten
,	$,	,
daß	KOUS	dass
die	ART	die
Wörter	NN	Wort
aus	APPR	aus
einzelnen	ADJA	einzeln
trennbaren	ADJA	trennbaren
Lauten	NN	Laut|Laute
,	$,	,
aus	APPR	aus
Buchstaben	NN	Buchstabe
bestehen	VVFIN	bestehen
–	$(	-
so	ADV	so
haben	VAFIN	haben
gewiss	ADJD	gewiss
alle	PIAT	alle
Völker	NN	Volk
ihre	PPOSAT	ihr
Sprachen	NN	Sprache
mit	APPR	mit
Sätzen	NN	Satz
begonnen	VVPP	beginnen
,	$,	,
wenn	KOUS	wenn
auch	ADV	auch
die	ART	die
Satzformen	NN	Satzform
vielleicht	ADV	vielleicht
nur	ADV	nur
in	APPR	in
unschreibbaren	ADJA	unschreibbaren
Betonungen	NN	Betonung
bestanden	VVPP	bestehen
.	$.	.
Wir	PPER	wir
faßen	VVFIN	faßen
noch	ADV	noch
jetzt	ADV	jetzt
so	ADV	so
zuweilen	ADV	zuweilen
ganze	ADJA	ganz
Sätze	NN	Satz
in	APPR	in
einzelnen	ADJA	einzeln
Wörtern	NN	Wort
und	KON	und
deren	PDAT	die
Betonung	NN	Betonung
.	$.	.
Wenn	KOUS	wenn
bei	APPR	bei
uns	PPER	wir
irgendwo	ADV	irgendwo
Feuer	NN	Feuer
die	ART	die
Knechtsgestalt	NN	Knechtsgestalt
abwirft	VVFIN	abwerfen
und	KON	und
zum	APPRART	zu+die
